"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
88904.2,80187,72660.5,41692.5,35675,76590.4,477.16,32848.1,0.603,0
64153.3,60503,69490,43849.8,30611,93879.4,993.82,23249,0.608,2
24849.4,20022,81337.2,56356,31174,118475,198.29,24637,0.62,5
88927.3,79605,73210.7,49156.7,39093,82406.9,171.43,17117.6,0.621,6
70100,66454,69131.7,63707.7,43894,95118.8,483.48,16802.3,0.624,7
83970.8,76374,72054.8,68897.2,52550,85922.8,97.17,9110.24,0.627,8
106125,78226,88909.4,92455.6,55462,109249,205.4,134991,0.627,9
71431.4,66610,70279.6,46882,34710,88518,270.97,27493.7,0.628,10
169263,149082,74407.5,106680,76430,91474,246.48,53577,0.633,11
61726.3,48191,83942.9,65770.9,37483,114995,759.98,17331,0.634,12
105847,90686,76492,62916.1,49514,83274.9,559.32,43540.4,0.636,13
140744,111830,82480.3,111981,68722,106789,675.45,37069.5,0.646,15
48105,36469,86446.2,69427.8,45345,100342,275.71,14015.5,0.649,16
70174.7,55695,82574.2,151011,74491,132857,296.25,19965.5,0.653,17
94429.7,84648,73109.2,44321.2,36200,80238.6,1682.7,22384.7,0.659,18
81004,71946,73787,74725.9,41722,117378,435.29,39016.3,0.661,19
21271.2,14245,97861.2,71854.7,34049,138303,44.24,4993.56,0.668,21
82228.3,75283,71582.1,37883.4,31415,79029.9,438.45,31202,0.675,22
103409,90106,75211.9,64073.4,49406,84991.9,704.68,19728.8,0.681,23
80861.5,74738,70905.6,51015.2,38978,85774.9,127.98,11836.9,0.683,25
104473,93546,73191.1,53412.1,42734,81911.7,941.68,37323.7,0.689,28
59669.6,44926,87043.3,105262,55594,124087,830.29,25762.2,0.692,29
58225.9,47863,79725.3,73107,40295,118902,385.52,11246.2,0.692,30
78938.1,68826,75164.7,57694.6,45930,82322.6,242.53,31325.2,0.692,31
63453.4,49935,83277.9,62516.5,43631,93903,158.79,8759.1,0.693,32
37851.7,24830,99905.2,42599.5,31934,87424.1,69.52,12701.2,0.698,33
45519.3,38722,77040.3,70441.4,48610,94969.1,182.49,5952.89,0.699,34
63177,48051,86166,65043.4,42247,100899,209.35,29729.5,0.701,36
56341.7,44630,82733.8,60649.2,41154,96581.4,1215.02,24689.4,0.702,37
30364.9,17415,114269,52438.2,33559,102404,200.66,6474.75,0.706,39
67860.9,54950,80934.1,67175.4,44790,98290,570.38,37474,0.708,41
43115.4,27991,100947,96432.6,47203,133886,240.95,9926.98,0.71,42
