"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
54853.3,35322,101774,89570.8,47950,122421,352.34,4230.17,0.513,0
55412.3,45434,79929.1,70548.1,52634,87841.3,320.74,3975.06,0.557,1
47702.3,38059,82141.3,66580.8,47291,92267.9,428.97,3849.93,0.565,2
22268.4,13979,104398,101473,35951,184977,500.07,4312.62,0.568,3
88653.2,60147,96596.3,90025.7,43031,137109,663.6,6839.47,0.571,4
112675,85415,86451.5,148711,57927,168245,899.81,12789.5,0.58,5
32641.1,27543,77666.4,75747.3,43767,113423,669.13,3617.13,0.63,6
36826,32878,73405.6,93708.8,51818,118517,545.89,4736.51,0.636,7
111812,104194,70327.4,55948.6,40790,89890.9,395.79,4008.04,0.642,8
63951.6,54019,77586.2,39033.8,31543,81099.4,191.97,2476.41,0.643,9
83619.7,76934,71231.2,66850.5,41526,105503,433.71,4267.03,0.645,10
40188.6,27955,94215.7,90063.5,35015,168568,462.94,5150.7,0.669,12
44419.8,31938,91148.3,104977,58678,117247,402.11,5139.06,0.683,14
53127.7,35462,98183.3,66069.6,37106,116691,489.01,5053.7,0.707,17
79120.6,67163,77203.9,60829.7,33995,117268,243.32,3400.82,0.712,18
47981.8,38786,81073.9,67975.7,43398,102651,411.59,4461.03,0.728,19
35093.5,24347,94462.9,37205.3,25259,96531.4,148.52,2549.16,0.748,21
127782,105939,79048.7,102648,65219,103147,546.68,9809.61,0.768,22
65810.4,51452,83824.7,86474.5,49500,114489,713.37,5066.31,0.773,24
56610.4,38711,95838.9,92889.1,39223,155204,714.95,3752.93,0.816,26
111902,102879,71283.7,53583.8,40859,85946,291.51,4134.14,0.82,27
150555,133334,74000.4,94468.3,61746,100267,472.42,7392.37,0.86,28
62900.5,53959,76395.9,94253,44611,138463,591.71,4808.29,0.872,31
35423.8,27343,84904.3,27615.9,21211,85325.3,308.89,2465.74,0.88,32
141989,109872,84692.9,156396,80464,127381,648.59,9033.61,0.898,34
33191.6,22282,97623.5,81203.6,39678,134124,516.66,4708.38,0.937,35
97511.3,86275,74071.3,66921.3,48215,90962.4,458.2,5687.11,0.946,36
40709.1,36917,72267.9,40737.1,34305,77823.8,466.1,2711.15,0.962,37
21044.9,15611,88347.7,62282.7,31835,128216,654.12,4039.08,0.969,38
50248.7,44167,74560.1,68488.8,41047,109350,252.01,3758.75,0.969,39
56802.9,46371,80279.4,82199.7,55347,97332.1,517.45,6732.77,0.975,40
66686.6,50975,85735.6,123606,56703,142861,654.12,6718.22,0.981,41
32812,25079,85743.8,93706.9,48387,126918,621.73,5750.16,1.024,42
81811.7,63342,84645.5,85491,55262,101385,423.44,5473.71,1.034,43
67196.4,56156,78420.5,43519.1,29516,96627.7,342.07,3271.81,1.035,44
139385,113006,80834.3,83660.6,58586,93585.1,601.98,6833.65,1.063,48
32758.1,25711,83498.7,107434,43215,162925,449.51,5491.17,1.065,49
32968.3,24451,88365,68940.8,39763,113626,427.39,4793.74,1.078,51
158413,147611,70331.8,95232.7,61547,101405,673.08,8730,1.085,52
60189.4,37794,104370,93206.3,57570,106103,384.73,3450.29,1.085,53
125421,110695,74254.2,65741.8,48323,89159.4,522.19,6467.96,1.088,54
74168.7,55551,87500.1,89125.5,48111,121405,920.35,7182.85,1.088,55
45138.2,25751,114876,35632,23667,98668.1,123.24,1721.75,1.089,56
80195.5,78306,67117.4,46401.9,36150,84121.6,154.05,2633.55,1.105,58
39962.2,31650,82747.7,72723.8,42642,111768,921.93,4019.68,1.108,59
96722,75138,84361.8,96156.1,59666,105616,182.49,5643.46,1.109,60
