"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "CD86", "CD206", "Time", "Event #"
45648.7,42392,70570.7,41465.2,29665,91604.9,4434.4,4826.25,0.004,0
94906.5,81137,76657.9,34749,27521,82748.1,2120,2221.56,0.006,1
130587,112152,76308.4,76923,51100,98654.1,2108.8,3382.83,0.009,2
81152.8,58713,90583.5,69138.6,34029,133153,1776,4314.42,0.01,3
50705.5,34845,95366.1,69281.2,32041,141706,5072,5796.45,0.012,4
112037,99845,73538.5,37397.2,28961,84626.4,1451.2,2366.1,0.015,6
56478.2,42408,87279.7,49275.3,29292,110245,1547.2,4260.96,0.015,7
94658.5,75401,82273.9,62431.4,41117,99508.8,1207.2,3536.28,0.015,8
50912.9,33410,99869.2,56112.2,31686,116057,4656.8,3979.8,0.017,9
60340,44905,88062.4,52238.3,36681,93331.5,2384.8,2651.22,0.023,11
22713.6,15069,98782.8,59554.4,31625,123414,760,6631.02,0.027,12
37323.8,29233,83674.3,61001.8,38677,103364,1676,3551.13,0.027,13
63606.7,57369,72661.6,40299.9,29741,88803.2,447.2,3416.49,0.029,14
60163,53721,73394.8,38053.6,24045,103717,462.4,3289.77,0.031,15
107262,88373,79544.1,52907.6,38837,89279.6,1856,3564.99,0.032,16
40465.6,31405,84443.7,45431.1,22777,130718,1452,2805.66,0.034,17
85121.4,68277,81704.2,59224.8,43249,89744.4,2024.8,5301.45,0.035,18
122365,104496,76742.7,51837.4,40256,84390.3,725.6,2172.06,0.036,19
84983.3,80481,69202.3,66245.9,46961,92448.8,915.2,2847.24,0.036,20
110951,98883,73534.3,40795.9,32611,81984.7,302.4,1474.11,0.039,21
52318.5,37316,91884,42047.3,25744,107039,1419.2,6355.8,0.039,22
159611,139517,74975,60527.6,41517,95544.9,3133.6,3021.48,0.039,23
115499,96639,78326.1,67730.9,45087,98449.9,400.8,2344.32,0.041,24
17873.7,14679,79799.1,51551.3,33271,101544,1083.2,4132.26,0.042,25
81131.7,57496,92476.8,63237.2,35752,115918,4468.8,8743.68,0.044,26
60712.1,55758,71358.9,47048.8,27482,112197,938.4,10403.9,0.045,27
72707.7,64393,73998.3,45716.2,32333,92662.6,223.2,1874.07,0.045,28
87359.2,71072,80554.6,60174.2,38624,102102,5501.6,8053.65,0.047,29
106282,92489,75309.5,39589.1,30845,84114.5,7759.2,3010.59,0.047,30
95871.4,82648,76021.5,40031.6,30236,86767.9,1407.2,2381.94,0.057,33
