"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
108694,96579,73756.8,46184.5,36155,83715.9,742.4,2133.45,0.005,0
127428,110650,75473.2,47488.3,32778,94947.7,1536.8,4270.86,0.005,1
50859.1,45387,73437.4,79331.7,46591,111590,1935.2,18493.2,0.006,2
96429.1,91276,69235.9,46897.3,34664,88664.3,210.4,2432.43,0.006,3
148775,123848,78726.4,106692,63212,110615,6115.2,3071.97,0.007,5
57000.1,48418,77152.2,44318.3,23158,125419,1628,3707.55,0.009,6
93508.7,88150,69520,49926.7,37058,88293.9,313.6,2934.36,0.01,7
94436.9,80218,77152.5,49361.4,29994,107853,596,2962.08,0.014,9
69640.7,55918,81619.1,70866.2,29806,155817,976.8,25086.6,0.015,10
49653.2,38102,85404.3,72821.4,43126,110662,930.4,7818.03,0.018,11
42269.8,32279,85820.2,45046,25751,114642,884,6008.31,0.022,12
89124.4,81922,71297.8,36397.4,27318,87317.4,2069.6,1635.48,0.025,13
62203.4,54156,75274.5,100395,49080,134056,2648.8,4896.54,0.027,14
119693,108174,72514.4,42884.8,33418,84101.4,280.8,1879.02,0.03,15
83994.3,74918,73475.7,32290.8,26022,81324,1470.4,1508.76,0.031,16
40706.6,18175,146781,29389.1,9499,202763,1566.4,11335.5,0.045,19
34303.6,28778,78119.5,35057.9,14186,161959,319.2,13033.4,0.051,20
98226.2,91046,70704.4,50417.7,35158,93980.8,279.2,2316.6,0.057,21
73836.4,67590,71592.5,25765.7,20146,83817.3,111.2,1151.37,0.058,22
75307.4,65379,75488.3,36659.7,26983,89038.7,3270.4,2682.9,0.059,23
81817.3,73931,72526.8,35693.5,29259,79948.3,227.2,2027.52,0.066,24
138335,124070,73071.2,75826.1,50054,99279.5,450.4,3995.64,0.068,25
39103,32238,79491.6,48092.2,23278,135397,2075.2,7916.04,0.068,26
104382,91134,75062.8,67124,30942,142170,1352.8,10083.2,0.089,28
19178.6,7299,172200,91663.1,25555,235071,2792,6741.9,0.089,29
37383.1,26799,91418.9,54897.5,29499,121962,4382.4,8602.11,0.09,30
