"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
99336.1,92711,70219.2,40050.4,29747,88235.7,386.4,1865.16,0.001,0
42610.6,35559,78532.3,89181.2,42007,139133,732.8,2715.57,0.003,1
55982.9,50962,71992.8,41236.5,27046,99921.4,671.2,1344.42,0.009,2
64782.9,62931,67464.5,33509.5,25623,85707.4,509.6,1825.56,0.017,3
56227.9,48352,76210.9,41898.8,19904,137956,415.2,1016.73,0.017,4
70342.7,57247,80527.9,30281.1,16427,120807,409.6,1102.86,0.019,5
93504.1,87652,69911.5,33406.6,26996,81098.4,347.2,1387.98,0.024,6
32764.7,29898,71819.7,55383.6,31658,114651,308,1258.29,0.04,9
85861.6,81223,69278.7,40323.7,32055,82441.2,602.4,1903.77,0.045,10
80298.7,75358,69832.7,38254.6,30074,83362.8,424.8,1265.22,0.045,11
70663.3,59947,77251.4,56145.9,36587,100571,24948,2830.41,0.046,12
48916.9,39486,81188.8,52685.8,32574,105999,740.8,1434.51,0.047,13
54093,40050,88515.3,63166,22642,182830,1144,2889.81,0.049,15
64635.5,45770,92548.6,63097.7,35806,115488,1036,1447.38,0.051,16
91601.6,85431,70269.6,44226.3,33575,86326.5,226.4,1653.3,0.056,17
61936.7,57244,70908.4,26348.8,21132,81714.9,372,872.19,0.059,18
39081.1,34654,73908.4,37712.1,19934,123984,519.2,1862.19,0.065,20
81385.2,74832,71275.1,34351,25088,89733.3,410.4,1803.78,0.067,21
74325.4,62349,78124.6,32940.3,23705,91068.3,312.8,1593.9,0.068,22
61021,52935,75546.8,67836.8,43783,101541,393.6,1142.46,0.069,23
39898.6,34498,75795.5,32262.1,21862,96712.6,484,742.5,0.071,25
133118,104619,83388.5,75830,41963,118428,2621.6,3864.96,0.074,27
102080,87638,76335.9,72747.2,38162,124929,1152,3265.02,0.078,28
92506.4,80458,75349.9,56103.3,30558,120322,1578.4,1980,0.084,30
52009.6,40325,84525.8,53832.2,28001,125994,355.2,1605.78,0.085,31
88059.7,81567,70752.6,60036.6,34207,115022,831.2,2299.77,0.087,32
36759.1,33727,71427.7,42279.9,20523,135012,988,1722.6,0.088,33
72160.9,63537,74431.2,72238.3,37906,124893,710.4,2244.33,0.092,34
62616.8,51951,78990.9,54749,28719,124936,796.8,2261.16,0.094,35
45396,35710,83312,50742.4,19818,167800,910.4,1224.63,0.097,36
54910.4,49586,72573.1,46830,28214,108778,496.8,1505.79,0.098,38
55413.5,49446,73445.4,44393.6,24022,121113,825.6,1568.16,0.105,42
84635.5,76538,72469.5,31791.9,25806,80737.5,319.2,1381.05,0.107,43
36334.7,25984,91642.3,38037.8,23636,105468,1104.8,1406.79,0.11,45
93548.5,81571,75159,73993.6,36035,134570,682.4,2023.56,0.113,46
42453.1,29558,94126.9,50948.4,15394,216900,525.6,1773.09,0.116,48
84566.8,76035,72889.7,32150.2,25683,82038.7,314.4,1142.46,0.117,49
67323.4,54030,81660.3,31501.8,22462,91910.9,492.8,1317.69,0.123,51
60263.6,46467,84994.4,56398.3,33283,111051,498.4,1324.62,0.125,52
80283.1,71904,73173,31019.7,23984,84760.9,468,1125.63,0.125,53
55041.5,41999,85887.7,36219.1,18623,127458,375.2,938.52,0.126,54
123020,104239,77343.8,60322.7,43311,91277.2,756.8,2559.15,0.129,55
25916.3,18226,93188.3,92921.4,31826,191343,762.4,1324.62,0.131,56
51795.1,45493,74614.7,37142.8,22053,110379,638.4,2164.14,0.142,57
72091.5,53455,88384.4,52197.8,31419,108878,400,1364.22,0.143,58
51538.5,44582,75762.1,63230.3,26646,155515,789.6,2292.84,0.146,59
46899.1,37735,81451.6,35808.3,21975,106791,662.4,2152.26,0.147,60
58655.2,52595,73087.3,39951.4,22375,117017,1651.2,1075.14,0.153,63
30973,22015,92202.9,40716.7,16639,160371,671.2,1511.73,0.156,64
61808,47590,85115.5,59174.3,33746,114919,583.2,1219.68,0.158,66
76490.7,68658,73012.5,28901.1,22870,82818.6,291.2,1031.58,0.158,67
75596.8,51515,96172.3,145936,47515,201285,1977.6,4339.17,0.161,68
55511,39867,91252.7,61347.3,23643,170049,1081.6,1642.41,0.165,69
72175,64936,72841.9,35174.7,27836,82813.9,525.6,1438.47,0.167,70
20078.8,17542,75013.2,63819.4,27170,153937,740,1050.39,0.167,71
75357.4,64014,77149.1,26421.1,17114,101176,1507.2,1780.02,0.185,73
87706.3,78759,72981.1,24176.8,19779,80107.7,292,988.02,0.186,74
55361.3,48862,74253.1,25608.3,18570,90375.2,556,1446.39,0.192,75
101136,89863,73757.5,30352.4,24163,82323.2,156,1112.76,0.193,76
36628.8,31050,77310.9,32054.2,17534,119808,500.8,1176.12,0.199,78
