"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
50664.1,39167,84773.5,138897,58763,154906,1117.6,2309.67,0.009,0
151536,122355,81166,81662.1,54659,97912.7,1091.2,5452.92,0.188,7
93132.8,77415,78841.9,83046.1,43127,126197,894.4,1628.55,0.193,8
57351.8,31810,118158,169340,55334,200562,1620.8,3785.76,0.474,17
73960.4,58359,83056,91664.1,37543,160011,1049.6,3228.39,0.475,18
63233,43291,95725.2,57387.3,20587,182685,429.6,1988.91,0.526,20
127203,102357,81444.2,119769,60305,130158,1159.2,2625.48,0.545,21
64894.4,61815,68800.8,44417.3,29027,100284,563.2,1656.27,0.649,26
93978.3,68794,89527.6,100959,38922,169993,972.8,2783.88,0.697,29
81623.9,55593,96222.6,97252.6,51801,123039,588,2588.85,0.726,31
105513,93775,73739.2,76665.6,40011,125574,1551.2,2242.35,0.748,32
52036.1,37417,91141.5,97276.4,31289,203749,1217.6,2598.75,0.756,34
162766,137198,77749,92107.6,59162,102031,1050.4,3725.37,0.935,42
156789,132784,77383.9,67629.9,47760,92801.3,812,3265.02,0.979,45
93685,67694,90698.5,61794.8,35054,115530,1185.6,2086.92,0.98,46
90859.1,81539,73026.9,82207.6,57911,93031.7,1064,2170.08,1.001,48
92321.6,83611,72363.5,30202.9,19903,99451.3,166.4,507.87,1.056,52
96169.3,81142,77673.1,66433,42006,103646,774.4,2591.82,1.106,54
33465.1,30350,72262.6,41457.2,37146,73142.2,14.4,232.65,1.144,57
134174,110976,79235.4,98244.6,63760,100981,1068,4402.53,1.17,58
48749.2,35182,90808.6,49711.9,26906,121085,728.8,1222.65,1.281,62
34956.5,21663,105752,71833.4,30863,152535,2013.6,1883.97,1.474,67
111905,97790,74995.5,89618.8,52474,111927,818.4,3246.21,1.544,70
138571,116251,78118.7,89460.4,57631,101731,722.4,3466.98,1.56,71
86984,78622,72506.2,27003.2,21258,83247.9,236.8,954.36,1.618,74
184007,151310,79697.7,110246,66362,108874,1284,5120.28,1.692,79
49991,30063,108978,116096,42543,178842,1697.6,3374.91,1.692,80
64215.8,56764,74139.4,45541,29948,99658.6,576.8,1944.36,1.771,83
49898.9,31828,102745,76841.8,32423,155319,1054.4,2275.02,1.929,86
101069,86014,77007,59605.9,38954,100281,680.8,2271.06,1.947,88
46880.3,40322,76195.4,27253.7,22230,80346.3,50.4,198,2.067,95
50927.8,36159,92303.5,83399.6,37307,146505,904,1782.99,2.069,96
73742.8,55559,86985.1,109718,40983,175450,938.4,3539.25,2.104,101
34185.8,18576,120607,48324.9,23520,134652,542.4,1966.14,2.28,106
102642,83519,80541.3,91999.7,52683,114445,968,2072.07,2.297,108
64395.2,54608,77281.8,76174.6,37940,131581,917.6,2025.54,2.316,110
61538.9,36625,110116,72790.7,24149,197541,904.8,4056.03,2.357,113
86711.8,68411,83067.7,73643.1,38687,124752,972.8,1935.45,2.479,117
77871.3,55837,91397.7,60260.3,35737,110508,757.6,2168.1,2.585,120
40172.3,30101,87463.4,36511.2,23537,101661,758.4,691.02,2.589,121
154567,125435,80756.7,90864.2,56635,105145,1413.6,3998.61,2.61,122
55043,31039,116218,196857,76491,168663,2636.8,3345.21,2.617,125
55245.8,31901,113495,157571,37209,262143,1490.4,3029.4,2.698,127
138486,112050,80997.9,85252.9,55554,100571,956.8,4048.11,2.921,134
146456,130323,73648.8,95852.8,51319,122407,1174.4,4253.04,2.948,136
86311.7,79823,70863.3,101228,55019,120577,992,3352.14,2.978,140
28413.8,17611,105737,102043,27595,242345,1583.2,2425.5,2.99,141
69291.3,52853,85919,93879.7,35670,172484,709.6,1932.48,3.106,142
