"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
34047.8,30191,73908,46394.4,17727,171518,3441.6,3140.28,0.02,1
86858.5,80095,71070.1,29155.5,23903,79937,2147.2,2289.87,0.032,5
51067.4,43311,77272.6,37482.4,23631,103950,1863.2,4938.12,0.046,7
38655.2,36654,69114.1,43189.7,20414,138654,7590.4,2816.55,0.086,10
39038.2,26783,95523.6,69891,22431,204199,2505.6,9941.58,0.111,11
45917,44914,66999.6,52334.4,26674,128582,914.4,866.25,0.129,12
76291.8,60339,82862.8,173400,61479,184843,4696,28056.6,0.129,13
85608.1,75778,74037.5,63046.2,41122,100476,5207.2,8021.97,0.13,14
32376.2,24491,86636.3,72670,33343,142834,5798.4,2521.53,0.13,15
65761,40727,105820,149696,37155,262143,2436.8,8419.95,0.13,16
40833.8,22065,121282,96053.8,38305,164338,1846.4,17097.3,0.135,17
37199,31686,76938.5,32481.9,26210,81218.4,3459.2,2607.66,0.154,18
51497.2,33595,100459,53212.5,26091,133660,6780,11830.5,0.154,19
93498.6,82397,74365.9,41773.1,31917,85773.7,1582.4,2621.52,0.169,20
62368,44738,91361.9,39734.6,26162,99535.6,1593.6,9738.63,0.174,21
51183.6,40838,82138.4,94161.9,36118,170856,3116.8,20307.9,0.195,22
62606.7,49877,82262.2,48017,21057,149444,14389.6,6258.78,0.2,25
111946,96966,75660.2,52059.2,40006,85280.9,537.6,4256.01,0.256,27
24254.9,17987,88373.1,44834.1,18263,160885,3118.4,19551.5,0.26,28
39861.9,37847,69025,46964.6,25463,120876,3117.6,4548.06,0.263,29
54220.1,30451,116691,73766.9,20611,234554,3730.4,16357.8,0.265,30
43663.6,26888,106424,77035.9,19272,261967,1133.6,13597.7,0.272,31
63930.4,48635,86146.6,82390.8,31439,171747,615.2,6500.34,0.276,32
62683.1,52714,77930,65095.5,29786,143225,3120,8149.68,0.283,33
72539.2,60038,79182,63735.2,29298,142568,1592.8,19872.3,0.295,35
46530.1,42011,72585.7,85952.8,40411,139393,1698.4,9979.2,0.315,36
52203.1,43333,78950.9,43485.8,22501,126656,6531.2,5443.02,0.36,38
30926.2,25587,79211.3,37997.2,16323,152557,949.6,3545.19,0.386,39
81644.2,70573,75817,85975.6,39133,143983,2167.2,13766.9,0.393,40
31778,14701,141664,46582.5,14521,210235,4282.4,4587.66,0.431,41
42793.9,36875,76055.4,50277.2,25423,129606,2032,6047.91,0.444,42
49600.2,32378,100395,103506,36718,184743,753.6,24161,0.459,43
72373.9,49870,95109.1,79853.4,37134,140929,15645.6,53644.1,0.463,44
73794.2,52507,92105.4,105706,44507,155651,1060,17597.2,0.498,47
73924.5,66291,73082.6,36248.9,25235,94139.3,2351.2,6191.46,0.501,48
135985,118351,75300.8,54234.2,34587,102764,1979.2,2616.57,0.53,49
62669.1,45271,90722.1,105460,35895,192545,6418.4,9228.78,0.568,51
102302,93900,71399.8,49838.6,36408,89711.6,1688,5497.47,0.578,52
48386.5,37993,83464.3,108714,44345,160665,654.4,31902.8,0.592,55
31640.7,28255,73389,67099.2,27359,160730,2760,9893.07,0.603,56
35597.6,29298,79627.5,49138.7,27158,118578,2090.4,8711.01,0.619,57
30784.3,23160,87110.4,98951.5,36095,179662,4768,14554,0.659,59
97861.9,85117,75349,60493.9,37405,105989,2024.8,12076,0.662,60
56245.8,46442,79370.5,52170,27626,123761,1020,3025.44,0.693,65
52519,44738,76934.2,53246.2,33026,105660,2214.4,9843.57,0.694,66
43827.4,28798,99738.7,94339.1,58842,105071,1314.4,9786.15,0.7,68
42901.6,33754,83296.7,53731.3,19274,182699,436.8,2878.92,0.708,69
111557,81830,89343.9,162958,45874,232803,5098.4,37566.5,0.71,70
27408.4,19113,93979.9,73726.3,20669,233767,2302.4,7066.62,0.712,72
24067.7,10894,144786,45785.5,20538,146100,7217.6,14548,0.714,73
61258.1,46379,86560.9,50060.3,24011,136635,2605.6,1596.87,0.717,74
30913.7,17451,116094,61144.4,20879,191923,2990.4,18733.8,0.72,76
92872.3,84762,71806.7,34843.1,27562,82848.6,6098.4,4121.37,0.724,77
84302.4,74366,74292.6,32049.3,24954,84170.1,504.8,1147.41,0.729,79
50041.7,41859,78347.1,46625,21379,142926,1696.8,10724.7,0.731,80
39271.4,27952,92075.4,42263.1,18368,150792,860.8,1826.55,0.734,81
54448.7,34050,104797,132195,46018,188264,4486.4,7020.09,0.734,82
200317,162880,80599.2,80683,50311,105099,3346.4,5184.63,0.737,83
72894.1,60101,79486,166325,67973,160362,1320,4814.37,0.745,84
52182.8,45471,75209.5,31209.8,18539,110328,3707.2,3787.74,0.755,86
51649.3,26554,127472,49745.5,16350,199396,7348.8,9989.1,0.768,88
86926.3,74941,76017.2,83703.5,35742,153478,4876.8,7935.84,0.771,89
61731.5,56290,71871.3,57689.3,32950,114741,1935.2,19674.3,0.772,90
53466.7,31111,112629,55640,21303,171169,2588.8,4762.89,0.775,91
71508.1,65446,71606.4,42616.5,25794,108278,1323.2,4064.94,0.778,92
56837.8,48249,77202.1,72229.4,30365,155891,4490.4,13163,0.778,94
26000.5,14822,114962,46048.9,20690,145861,1650.4,29804,0.787,96
92905,70522,86336.5,96996.2,43530,146031,5227.2,43216.5,0.788,97
58886.1,43122,89494,50879.1,35586,93700.1,1131.2,17983.3,0.788,98
45019.3,34447,85649.9,41129.6,20955,128631,420,4677.75,0.793,100
124197,105738,76976.9,44184.7,31390,92248.7,2506.4,3093.75,0.8,102
