"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
24078.6,14963,105461,50785,24007,138637,25946.4,2940.3,0.324,2
170373,144986,77011.4,89841.5,57486,102422,22534.4,2722.5,0.81,7
72970.6,52287,91460.6,87018,35563,160358,8038.4,7640.82,0.871,9
82049.8,67834,79270.2,52555.1,35034,98311.8,2358.4,3407.58,1.057,12
13402,7450,117894,50054.4,27422,119625,4646.4,1738.44,1.174,16
53695.2,39074,90059.1,42527.4,19026,146488,10197.6,4686.66,1.234,20
41060,28835,93320.9,52553.2,29655,116140,5450.4,2463.12,1.234,21
106443,95388,73131.1,97472.4,49304,129563,10810.4,2679.93,1.341,22
79874.3,53674,97526.6,125632,46970,175291,5733.6,2701.71,1.362,23
66764.1,45513,96136.3,100634,35581,185357,3844.8,9619.83,1.453,24
67480.1,44739,98848.4,87028.9,37619,151613,1828,1649.34,1.725,28
31388,28291,72710.1,89888,76403,77103,262.4,411.84,1.896,29
47674.4,46963,66528.7,26996.3,20423,86629.3,2004,874.17,1.934,32
25783.7,21214,79653,56872.5,41374,90085.5,948,1460.25,2.042,34
36532.9,33478,71516.1,46200.3,33974,89120.6,2181.6,714.78,2.233,38
220522,183084,78937,120011,73208,107434,28456.8,4339.17,2.328,40
73472.9,61819,77890.6,90489,50875,116566,33865.6,1855.26,2.334,41
107661,90500,77963.3,60638.5,43232,91922.8,852,1731.51,2.446,46
67842.1,46781,95040.7,114118,44025,169877,16825.6,24167.9,2.488,47
117664,107771,71551.8,55068.8,39823,90625.7,3188,1979.01,2.656,50
120054,104491,75296.8,125372,74639,110081,5996,3564.99,2.662,51
100693,86563,76233.9,54883.6,32087,112097,18131.2,1928.52,2.739,52
165320,129731,83514.6,174388,82931,137810,5136,5530.14,2.77,53
140093,121500,75564.7,59306.9,39788,97686.2,19864,2325.51,2.816,54
68035.5,59359,75115.4,58857.5,28491,135386,7116.8,2525.49,2.837,55
26107.4,22271,76825.2,74001.5,46651,103958,8740,4671.81,2.88,56
63020.1,46677,88482.2,59208.9,30129,128790,6319.2,1551.33,3.015,58
112442,81594,90313.4,146817,54398,176878,24345.6,14693.6,3.081,59
41085.7,23967,112346,88355.5,37355,155012,6052.8,9416.88,3.258,66
38018.8,20866,119409,65001.4,25078,169867,53456,2864.07,3.541,73
107396,93834,75007.9,67340.8,43022,102581,1737.6,2715.57,3.715,77
95564.8,86986,71999.4,57439.8,35822,105086,10239.2,9293.13,3.906,80
27427.1,14453,124366,86496.3,25137,225509,3255.2,3041.28,4.438,88
60326.8,55447,71303.7,55969.7,34387,106669,5355.2,1272.15,4.463,90
63110.6,54687,75630.7,103462,40587,167060,24368.8,3703.59,4.496,91
125901,110129,74921.9,77893.2,52741,96790.1,35323.2,4042.17,4.836,99
52322.4,43898,78112.9,68583.2,50186,89560.3,13132,2796.75,4.986,102
43602.8,32883,86900.6,46449.8,20743,146755,4069.6,4489.65,5.03,103
154222,138585,72930.4,64399.5,46105,91540.7,11112.8,2790.81,5.148,105
116984,108839,70440.7,60793.9,43667,91240.3,11248.8,1979.01,5.162,106
74456.5,58893,82855,75368.7,33193,148807,33445.6,1882.98,5.211,107
95202.9,81850,76227.5,43354.1,29502,96307.1,26605.6,2173.05,5.218,108
119329,107822,72530.2,55459.8,35962,101068,3088.8,3684.78,5.255,110
105908,94923,73119.9,54935.1,33727,106746,4961.6,1563.21,5.545,112
38221.6,18328,136670,86007.2,39852,141438,1620.8,3653.1,5.702,113
61069.3,40806,98079.7,129036,47506,178009,1717.6,4056.03,5.844,118
37233.3,32162,75869.7,86928.9,38614,147536,31246.4,2402.73,5.885,121
44453,23314,124958,60198.9,23337,169053,3006.4,11652.3,6.486,126
167932,141983,77513.3,109415,63883,112246,12536,3720.42,6.586,129
56796.5,37898,98216.6,58621.9,18990,202309,831.2,3161.07,6.609,130
91857.5,71458,84244.9,63600.6,31506,132296,11174.4,4019.4,6.919,139
51259.3,32769,102515,64190.6,28529,147457,1052.8,2486.88,7.043,144
26861.6,18447,95430.4,48190.2,31279,100969,5229.6,2879.91,7.112,146
192286,156843,80345.5,103391,67947,99722,36636,4738.14,7.183,147
96413.5,87487,72222.8,44877.7,30639,95992.2,1007.2,1354.32,7.307,149
130834,110019,77935.1,75429.1,48307,102331,8309.6,5247.99,7.382,151
119673,107620,72875.8,65947.9,42003,102896,1876,2396.79,7.639,155
80025.7,53630,97791.6,71488.9,26346,177830,12068.8,2093.85,7.749,159
102973,75449,89443.9,119305,55277,141447,12348.8,4082.76,7.93,166
140666,127683,72199.8,75889.4,50163,99146.6,7740,2625.48,7.964,167
43964.7,29807,96664.2,79286.1,39083,132950,6051.2,3288.78,8.002,168
115926,99038,76711.2,63496.6,44314,93905.2,3337.6,3297.69,8.526,173
133775,118902,73733.5,64958.9,42978,99054,7704,2948.22,8.993,181
106913,99910,70129.6,48855.5,34994,91495.5,3993.6,2080.98,9.015,183
122708,110806,72575.4,69717.8,42438,107664,25529.6,2969.01,9.083,184
54014.2,32630,108485,156285,58086,176330,43276.8,3998.61,9.252,192
29601.8,12938,149945,55004.4,26638,135324,12403.2,2166.12,9.269,193
133349,112494,77685.4,54089.6,39342,90102.7,2152.8,1566.18,9.42,196
69065.9,62462,72464.9,37715,31626,78153.8,6576,921.69,9.613,201
57592.9,40331,93585.7,93853,40623,151411,3274.4,12799.7,9.677,203
