"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
110382,95023,76128.7,72616.5,37775,125983,412.8,2263.14,0.001,0
100820,88083,75013,49893,32403,100910,187.2,1501.83,0.004,1
39925.1,32431,80679.9,60518.7,28747,137968,69.6,686.07,0.006,2
46924,42757,71923,28056.6,17169,107095,100.8,959.31,0.023,3
117885,105999,72884.9,57935.8,40043,94820.1,428,2098.8,0.025,5
35858.2,28226,83256.6,63002.6,27926,147853,107.2,1074.15,0.032,7
48478.6,41504,76549,60188,28180,139975,297.6,1601.82,0.037,8
174211,148215,77030.8,77149.7,51847,97519.3,415.2,3353.13,0.038,9
36785.6,29049,82990.1,49913.8,23389,139859,222.4,1244.43,0.041,11
59689.5,52650,74298.4,40987,26346,101956,38.4,773.19,0.043,13
30427,26196,76121,42706.6,23472,119241,239.2,1646.37,0.049,14
55000.9,52860,68190.3,39482.2,28284,91483,84,773.19,0.063,15
83044.3,76775,70887.5,36826,29191,82677.2,132,813.78,0.072,16
47413.1,42098,73810.2,36202.3,19122,124075,128,1268.19,0.089,17
29771,20790,93846.8,43986.7,20934,137705,284.8,1753.29,0.089,18
69123.6,64091,70682.1,60319.7,38367,103034,130.4,1098.9,0.103,20
27879.5,18448,99041.3,61316.6,18692,214982,133.6,1943.37,0.104,21
48409.9,39623,80069.5,92411.6,28167,215013,400,1959.21,0.108,22
61545.9,53295,75682,64571.8,30539,138570,112,1350.36,0.125,23
54837.1,48103,74710.6,37931.9,23795,104472,81.6,583.11,0.137,25
64082.5,56799,73939.8,53763.9,31919,110388,231.2,1861.2,0.151,27
95608.5,85960,72892,33538.2,27692,79371.7,152.8,1128.6,0.152,28
52157.8,44287,77183.2,29056.5,20459,93076.2,45.6,231.66,0.153,29
61761.2,52594,76959,39127.8,23058,111210,136.8,1292.94,0.157,30
133057,115678,75381.9,49417.8,34686,93370.4,105.6,2123.55,0.173,31
93553.2,85583,71639.3,49441.6,35807,90490.8,137.6,1304.82,0.207,34
82144.9,72487,74267.8,33733.3,27943,79116.2,8,1311.75,0.209,35
88469.9,75398,76898.1,50848.4,27698,120312,252,1502.82,0.216,36
73749.8,70427,68628,68287.2,39023,114683,331.2,1275.12,0.225,38
127766,115075,72763.4,45142,34023,86953.8,86.4,1279.08,0.259,43
59138,50386,76919.6,45424.2,24870,119699,368.8,2351.25,0.259,44
76124.1,72626,68692.6,66517.1,36514,119386,184.8,1137.51,0.284,48
29646.2,27643,70285.3,48258.5,23839,132668,63.2,784.08,0.289,49
21303.4,20039,69671,58177.4,25235,151088,132,1504.8,0.289,50
52384.8,39042,87933.2,33774.8,20482,108069,79.2,1025.64,0.293,52
70944.9,53466,86960.8,69058.4,41658,108642,220,2115.63,0.312,54
68882.6,62855,71820.7,115808,49799,152405,278.4,1534.5,0.334,55
63038,57571,71759.4,81231.5,40151,132589,144.8,1971.09,0.338,56
76332.4,70083,71379.9,30242.5,23495,84357.3,108.8,696.96,0.344,57
36880,29589,81684.6,38631.8,22133,114389,74.4,618.75,0.349,59
50388.8,43994,75062,57235.9,30554,122767,152,872.19,0.349,60
83344.6,75196,72637.8,29997,23580,83370.8,115.2,1040.49,0.367,61
78983.6,66747,77550.6,32000.8,25051,83717.3,25.6,923.67,0.381,62
61815,54630,74155.4,85176.6,37794,147699,207.2,914.76,0.392,63
75819.1,63786,77899.2,26340.9,20702,83387.1,108.8,784.08,0.415,64
83178.4,74002,73662.6,28615,23650,79294.3,82.4,881.1,0.417,65
111011,88379,82318.5,64737.1,40443,104903,251.2,2453.22,0.427,66
82839.1,76207,71239.4,25904.3,23019,73750.7,48,1114.74,0.43,68
35229.5,23460,98414.3,61328.5,29908,134386,247.2,1144.44,0.478,70
62893,41785,98641.9,55257.8,22493,161000,312.8,2108.7,0.485,72
34119.5,29223,76517.1,52041.3,21143,161310,78.4,1174.14,0.504,73
117076,100635,76243.1,47056.7,32287,95515.4,164,1817.64,0.505,74
101551,96091,69260.1,38846.6,29627,85930.1,21.6,1043.46,0.519,76
52059.5,50010,68221.8,24701.5,18298,88470.7,52.8,940.5,0.533,77
72717.8,64778,73568.7,44325.3,29098,99831.6,49.6,1080.09,0.536,78
31861.4,25694,81266.9,40664.2,24862,107191,88.8,1067.22,0.54,79
