"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
44708,22750,128791,72950.1,24174,197769,226.4,1752.3,0.189,5
65432.6,58930,72767.6,56634.9,30610,121255,274.4,1782,0.322,8
47794.5,43123,72635.5,70362.3,30071,153346,272,1063.26,0.346,9
105827,89276,77686,115176,48604,155299,262.4,2090.88,0.701,18
91739.7,82759,72647.7,56649.8,37939,97857.1,308,1853.28,0.869,24
25811,14982,112905,72271,21254,222845,172.8,1515.69,0.952,28
142398,119179,78303.8,106838,54367,128786,556.8,2718.54,1.043,30
84176.8,66091,83469.9,50589,30411,109020,122.4,1375.11,1.144,32
171620,136206,82575.7,106597,70842,98613.2,404,3936.24,1.241,38
84106.6,60127,91672.8,122795,50287,160031,304.8,2451.24,1.268,39
67164.2,60170,73154,24214.4,20638,76892.9,148.8,1133.55,1.385,43
156489,130975,78302.5,78491.2,54299,94734.6,401.6,3200.67,1.523,47
66122.2,50047,86586.2,101387,58955,112704,313.6,2342.34,1.661,50
41985.1,27011,101867,61304.8,27779,144630,176,1321.65,1.786,54
51238.2,26002,129142,109815,39766,180979,264,1778.04,2.026,60
57783.2,48109,78714.6,60314.8,26777,147619,157.6,1352.34,2.161,66
74837.1,69053,71025.5,61025.6,36029,111004,179.2,1230.57,2.179,67
113673,98251,75822.6,60528.6,43295,91622.7,154.4,1831.5,2.361,71
222660,181790,80269.6,158926,74270,140236,844,7158.69,2.461,74
51784.2,38462,88235.9,49287.2,27370,118015,247.2,2291.85,2.537,77
128607,100516,83851.3,146148,50880,188246,309.6,3162.06,2.701,82
123511,108447,74639.6,58816.9,43007,89627.8,233.6,2035.44,2.706,83
38147.5,34165,73175.2,39775.2,32785,79509.2,7.2,272.25,3.01,90
55109.3,33323,108383,87212.1,37743,151433,286.4,2353.23,3.234,96
89309.2,62554,93566.7,84736.1,40746,136290,201.6,1919.61,3.309,97
52160.2,39250,87092.2,51205.8,26674,125809,369.6,2277.99,3.331,98
31104.8,19104,106705,92775.9,57284,106141,350.4,2192.85,3.351,99
50692.2,32662,101713,107514,47810,147376,193.6,1592.91,3.388,102
129757,98331,86480.8,109778,61231,117496,637.6,4950.99,3.469,104
59233.2,46866,82829.9,78543.6,35218,146159,188.8,1387.98,3.479,105
53781,39094,90156.8,80663.2,47494,111306,5.6,569.25,3.48,106
80035.8,72598,72250.3,30980.1,26658,76161.4,120.8,1640.43,3.79,119
119043,104914,74361.8,90253.4,52546,112565,231.2,1567.17,4.049,126
131155,104553,82211,112478,68681,107327,208,2264.13,4.449,135
80535,66759,79059.6,71797.8,38851,121112,357.6,2715.57,4.619,140
44276.7,30103,96393,43124.4,24595,114910,2.4,357.39,4.882,149
126117,115145,71780.6,76181.5,49737,100381,222.4,1683,5.039,154
116023,90186,84311.4,85425.1,55466,100934,364,2378.97,5.239,161
27747.7,12511,145350,44216.4,18091,160177,86.4,849.42,5.333,164
100951,84561,78238.3,71875,51813,90911.5,104.8,1151.37,5.603,171
24095.8,22810,69230.2,39584.2,37870,68502.4,-36.8,103.95,6.01,182
78866.6,55114,93780.2,207437,58142,233817,268.8,1918.62,6.033,185
140475,126278,72903.9,72162.1,50454,93733.2,592,2445.3,6.24,188
55779.4,50995,71684.6,28176.4,25879,71353.9,90.4,1656.27,6.343,190
79962.5,67158,78031.2,76379.5,39398,127052,236,2276.01,6.354,191
92543.1,71098,85303.4,86288.4,44414,127325,278.4,1742.4,6.379,194
74000.9,56239,86234.2,102433,44975,149262,394.4,2315.61,6.492,197
125794,97278,84747.5,95353.8,57114,109415,417.6,3092.76,6.504,198
39711.4,28458,91451.4,96663.6,34170,185395,185.6,1868.13,6.611,200
71112.6,47595,97918.6,72624.4,42431,112171,156,427.68,6.684,202
80669.9,73174,72249.5,53267.9,34614,100854,254.4,1449.36,6.808,204
148794,123336,79063.6,70166.2,46760,98340.8,356,2418.57,6.883,210
116681,100898,75787.5,75627.1,46262,107135,202.4,1927.53,6.98,213
58187.2,50018,76239.7,33948.1,20530,108369,97.6,748.44,7.077,216
70334.9,65742,70114.6,33546.1,21230,103555,168.8,1746.36,7.155,220
87161.1,67194,85010.4,58973.3,28366,136250,229.6,1955.25,7.45,230
54210.8,46251,76814.7,69315.8,39151,116030,216,1303.83,7.664,239
50079.9,33174,98934,68813.9,32914,137017,197.6,1868.13,7.72,242
71465.9,52706,88862.6,63571.9,35366,117804,329.6,1338.48,7.808,243
106009,92587,75036.5,50055.4,38143,86003.5,168.8,1234.53,7.835,245
31359.1,21603,95132.7,42058.2,18435,149516,196.8,1283.04,8.044,248
149355,132892,73654.9,77939.7,49304,103599,583.2,2531.43,8.085,250
63337.6,55903,74251.7,52521.5,28923,119007,58.4,896.94,8.219,253
58872.8,35987,107213,144718,59011,160720,414.4,1799.82,8.57,263
66751.6,54083,80887.4,61179,33447,119874,85.6,1048.41,8.757,267
54820.7,30730,116913,104620,32046,213955,339.2,2309.67,8.774,269
39907.1,30931,84554.5,66854.7,33203,131958,248.8,1068.21,8.868,271
139094,113990,79969.1,108387,61890,114772,460.8,3675.87,8.905,272
21343.9,16874,82896.5,50399.9,23006,143572,200,1210.77,8.974,274
46166.6,25387,119178,33044.2,14939,144962,38.4,224.73,9.052,277
96031.3,90518,69527.7,41443.4,32562,83411.1,145.6,1411.74,9.085,280
117781,104602,73792.9,63843.1,44750,93497.7,249.6,2061.18,9.393,292
42829.8,29175,96208.9,49287.2,29399,109871,176,1660.23,9.587,294
44491.2,26046,111947,84906.4,34222,162598,153.6,1600.83,10.447,320
57063.2,41623,89846.9,126231,36291,227954,212,1384.02,10.481,321
48908.3,38239,83821.7,59107,31803,121801,210.4,1505.79,10.504,323
134326,117574,74873.7,72115.6,48230,97992.2,163.2,1951.29,10.629,327
121557,92710,85927.6,93437.2,47826,128037,215.2,1999.8,10.696,329
90182.8,72074,82002.1,88403,43054,134565,278.4,2131.47,10.698,330
56195.9,40034,91993.1,132792,32994,262143,364,2346.3,10.702,331
58447,34739,110262,78535.7,34887,147531,512.8,1736.46,10.889,336
36798.1,34494,69913.5,34894.5,27198,84081.5,7.2,290.07,11.4,355
141723,120229,77252.2,96403.2,52022,121446,479.2,2906.64,11.501,356
39589.7,37407,69360,35102.4,30939,74355.1,630.4,1595.88,11.519,357
53619.5,46431,75682.4,46364.7,36975,82178.6,-6.4,208.89,11.672,359
91597,76462,78508.2,97021,51086,124464,389.6,1756.26,11.761,361
38610.8,18887,133976,82316.5,34087,158263,155.2,1537.47,11.823,362
90823.2,64672,92036.6,91677,40372,148820,350.4,2080.98,11.837,363
91320.8,80566,74284.5,96835.9,48962,129616,326.4,1849.32,11.936,364
41479.6,19975,136091,71228.5,33203,140591,273.6,2327.49,11.993,365
70088.5,51526,89145.6,53473.9,34674,101069,286.4,1904.76,12.176,368
98223.8,81779,78714.6,64136.2,41559,101139,404,2622.51,12.238,370
44838.3,31350,93732.8,59185.2,23954,161925,381.6,2249.28,12.343,373
56089,40390,91008.9,126864,47766,174060,379.2,2292.84,12.44,377
31717.9,23942,86820.9,48455.6,36006,88195.9,140.8,530.64,12.44,378
229742,189321,79528.3,102512,67501,99527.4,449.6,3178.89,12.462,379
138417,123043,73724.7,63392.7,41123,101026,276.8,1866.15,12.601,384
58319,54790,69757.2,25460.8,20050,83222,176.8,1238.49,12.699,386
100299,80043,82121.1,90218.7,42491,139149,144.8,1417.68,12.842,389
