"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
54832.4,45032,79798.8,64483.7,38481,109820,2234.4,14911.4,0.013,0
51182,37400,89686.3,58361.5,33880,112892,1189.6,9329.76,0.018,2
49087.7,40152,80120.9,96389.4,45656,138360,5361.6,23681.8,0.02,3
22754.9,17329,86056.2,56282.5,33365,110551,1569.6,11471.1,0.037,4
44164.4,28009,103337,60411.8,30877,128223,3242.4,16102.4,0.054,6
39778.4,21244,122713,53235.3,28988,120354,1361.6,10048.5,0.068,7
49650.9,43766,74348.1,50412.8,38918,84892.6,1324.8,9215.91,0.077,9
29339.7,17633,109046,62321.5,27781,147018,4296.8,15616.3,0.08,10
91731.9,72551,82862.3,115440,63539,119068,5369.6,7418.07,0.092,12
170053,144353,77203.9,97063.6,64673,98358.8,7348.8,5907.33,0.094,13
45675.2,42768,69990.9,37812.1,23268,106500,2834.4,11293.9,0.107,14
44607.4,29761,98229,67028.9,32981,133192,5040,15631.1,0.123,15
55944.7,39900,91889.6,133805,63036,139112,4564,20560.3,0.176,21
28643.9,19109,98236.9,126619,88021,94274.1,432.8,344.52,0.178,22
33923,29317,75832.3,36143.9,29525,80227.9,1551.2,466.29,0.193,24
126153,110217,75011.9,62034.4,46061,88263.1,4253.6,7658.64,0.215,25
32778.7,21117,101728,53196.7,23437,148752,3600,12057.2,0.22,26
26016.9,17412,97923.5,86519.1,34736,163235,1356,7029,0.247,27
123404,108981,74209.2,68815.9,53377,84491.8,6619.2,7963.56,0.271,29
31850.5,21032,99246.7,56058.8,20460,179563,2416,6624.09,0.318,33
41648.9,33648,81119.3,106100,48720,142721,3548.8,18177.4,0.324,34
45080.1,33681,87716.2,69389.1,42017,108230,2498.4,7969.5,0.324,35
72898,59099,80838,49374.3,34472,93867.3,4097.6,8521.92,0.349,36
32324.8,27319,77544.4,24084.7,15923,99128.1,1597.6,6431.04,0.352,37
124414,100968,80754.2,156096,83032,123205,10223.2,5765.76,0.375,39
68987.9,56876,79492.1,114120,68312,109483,1931.2,39751.5,0.4,43
40341.6,27928,94665.8,84932.1,41052,135587,2948,16530,0.404,44
49700,31761,102552,74000.5,40773,118944,4288.8,18894.2,0.411,45
80712.8,63941,82726.2,101412,52213,127288,5564.8,9056.52,0.446,47
76945.4,68193,73947.4,42203.7,30769,89891.2,7377.6,6623.1,0.458,49
26177.6,23029,74496.2,65530.1,40021,107308,7029.6,14537.2,0.462,50
27576.1,16121,112104,59707.9,24541,159448,729.6,20812.8,0.473,52
43939,29468,97719,75138,38796,126927,9640,7588.35,0.484,54
15033.7,10641,92590,58333.8,28693,133237,1837.6,10805.9,0.489,55
75280.9,66842,73810,66719.1,45642,95799.9,3921.6,11400.8,0.534,56
81725.3,71820,74574.6,61983.9,42040,96626.5,1736.8,4696.56,0.551,59
33535.3,27452,80058.7,94460.9,50520,122537,6672.8,15286.6,0.562,60
87825.7,66744,86236.1,88905,51148,113914,4623.2,16394.4,0.582,61
40141.1,35349,74420.5,48394.2,27681,114575,1276,18188.3,0.596,63
39179.4,30440,84351.6,78189.2,39852,128581,4995.2,21407.8,0.618,66
43570.8,37377,76396.1,44000.6,28485,101233,6408,3247.2,0.625,67
20071.7,14837,88658.2,55009.4,29430,122497,2964.8,12532.4,0.661,68
73586.8,60461,79763.5,68659.5,46281,97224.9,1683.2,6576.57,0.716,70
27063.7,17613,100701,41787.9,26969,101547,1741.6,6429.06,0.722,71
29966.8,21332,92063.8,45492.5,23204,128486,1820,16997.3,0.739,72
62092.7,47217,86183.1,74002.5,32881,147496,8948.8,7955.64,0.77,74
84288.4,69160,79871.6,54590.6,38808,92188.4,3406.4,5474.7,0.779,75
69732,64529,70820.2,47603.2,34321,90898.3,3546.4,1797.84,0.783,76
81093.5,72031,73781.3,109252,63084,113499,21394.4,13436.3,0.826,78
38618.6,31628,80021.1,122510,55980,143422,1716.8,19868.3,0.869,80
77708.3,61177,83245.2,79636.6,41917,124509,1530.4,26037,0.905,83
22499.1,17737,83131.4,58295.2,30013,127293,2822.4,10311.8,0.932,84
45004.4,38517,76574.3,54976.7,37617,95779.9,1963.2,16911.2,0.938,86
49389.6,30404,106460,98786.2,56096,115410,4704,35097.5,0.95,88
25802.4,22945,73697.4,31113.7,18581,109739,2630.4,15152.9,0.959,89
26541.1,18892,92070.4,54937.1,29676,121322,5613.6,11368.2,0.96,90
23559.9,22810,67690.6,28407.1,19034,97808.4,3490.4,7123.05,0.978,92
30594.7,19721,101671,91338.4,42781,139921,4947.2,14685.7,1.041,95
33908.2,30421,73048.4,59171.3,36049,107572,3248.8,7493.31,1.07,97
46225.1,35440,85480,55277.6,31076,116575,2822.4,17547.8,1.09,99
36428.3,21824,109392,71617.6,20576,228107,1175.2,11297.9,1.134,100
50725,42103,78956.6,41835.4,29255,93718.2,4865.6,4497.57,1.161,104
48385.7,40625,78055.6,46902.2,25633,119915,1113.6,21213.7,1.164,105
21369.7,13654,102569,57310.1,31126,120667,7919.2,10669.2,1.168,106
95563.3,90001,69586.3,102836,54305,124104,1332.8,20248.5,1.171,107
86176,69988,80694.2,85620.1,48560,115552,17781.6,18732.8,1.212,110
171770,145424,77409,83571.8,60368,90726.3,13746.4,14475.8,1.216,111
85968.5,78665,71620.5,76416.1,49053,102094,2612.8,7031.97,1.232,113
32447.2,21518,98822.4,88022.9,39610,145637,1840,4134.24,1.247,115
77149,68557,73749.4,36105.3,28921,81815.9,2734.4,6099.39,1.281,116
137177,111861,80367.9,117972,74581,103665,26595.2,14808.4,1.289,118
