"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
54739.6,45913,78135.1,78430.8,49993,102815,802.4,2542.32,0.129,2
37339.4,30976,78999,58698.1,28816,133497,968,1330.56,0.197,3
22375.9,13377,109623,35139.1,9457,243510,218.4,643.5,0.321,4
39893.1,28396,92070.5,49660.4,20380,159693,323.2,1114.74,0.323,5
71021.3,63789,72966.4,61648.3,34717,116375,527.2,1412.73,0.635,10
71065,52917,88011.7,114275,57537,130162,768.8,3014.55,0.767,11
89383.3,72677,80600.8,102077,57285,116780,1788,3127.41,0.829,12
59641.9,41692,93751.6,161192,94216,112124,976,2256.21,0.914,14
114284,93320,80258.5,89171.3,57144,102267,1046.4,2664.09,1.192,17
91443.3,71097,84290.9,55429.1,34889,104119,264.8,1098.9,1.241,18
53260.7,47241,73887,56076.6,40361,91054.1,2110.4,1785.96,1.246,19
16249.7,15824,67299.2,44750,43888,66823.2,424,1097.91,1.504,24
101431,84120,79022.8,133275,55224,158161,1184.8,4754.97,1.519,25
99050.6,89248,72734.2,47618,36112,86417.1,441.6,1159.29,1.563,27
23638.7,11525,134419,94993.5,35973,173060,1815.2,3471.93,1.58,28
45123.8,33377,88600.9,113359,53669,138424,1932,5445,1.617,30
80354.8,64497,81649.3,77548.7,43649,116434,556,2243.34,1.733,32
106780,82223,85109.6,77238.8,48459,104458,874.4,1897.83,1.738,33
145915,121433,78748.4,103151,73517,91953,940,3563.01,1.783,34
70795.1,50199,92424.8,127719,60791,137688,1292,4566.87,1.79,35
111185,99891,72945.8,83599.6,56499,96971.3,634.4,2108.7,1.878,36
53160.9,40315,86418.3,70185.1,44127,104237,820.8,2112.66,1.987,37
20334.6,11806,112879,50937.5,20398,163655,408.8,1507.77,2.056,38
61496,44044,91504,56220.1,22524,163578,430.4,2048.31,2.25,42
36537.5,30304,79016.8,38187.3,27684,90400.3,292,1218.69,2.355,44
45832.8,26844,111895,102491,42396,158431,917.6,2774.97,2.483,46
41986.6,33920,81121.3,59220.8,30996,125213,1026.4,1397.88,2.57,47
