"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
45980.2,42805,70397.4,33852.1,23733,93478.6,995.2,2968.02,0.034,4
25701,22728,74108.6,24905.4,15016,108698,463.2,2338.38,0.046,5
24160.5,13716,115441,42210.6,16692,165727,1136,3808.53,0.055,6
41676.2,29645,92133.3,48775.3,27753,115178,1817.6,4060.98,0.056,7
70939.4,64265,72342.4,34148.1,26797,83514.1,636,4180.77,0.057,8
61813.4,59336,68272.3,39974.2,29740,88088.5,772,4358.97,0.064,9
27248.5,21929,81433.7,35630.1,19805,117902,220,1159.29,0.066,10
40645,36091,73805.4,33136.3,21727,99950.3,724,3981.78,0.07,11
48136.9,40313,78255.2,39869.3,24365,107239,1019.2,4941.09,0.08,13
68840.5,65732,68635.2,44577.7,34976,83527.1,951.2,5239.08,0.084,14
87637.7,72772,78923.5,63906.5,42384,98815,2074.4,9870.3,0.103,15
97965.7,79427,80832.4,72969.9,45123,105980,525.6,8779.32,0.125,16
61831.4,54799,73946.3,27318.1,21819,82053.1,965.6,2518.56,0.13,18
38801.1,35420,71791.9,38229.8,25468,98375.6,980,15964.7,0.135,20
48845.9,41273,77560.8,41632.5,26665,102322,2912.8,3235.32,0.144,21
60127.9,56592,69630.7,26715.2,22068,79336.8,1083.2,1765.17,0.148,22
67622.1,60837,72845.2,42112.6,31525,87546.2,1015.2,9630.72,0.154,23
36289.5,28300,84037.8,44861.9,24700,119031,629.6,3278.88,0.173,26
62467.1,60938,67180.5,39147.6,27946,91804.7,1860.8,2641.32,0.222,30
88284.3,79916,72398.5,60893.9,43724,91271.2,934.4,11911.7,0.229,32
50320.9,49116,67143.7,29369.3,21580,89191.3,663.2,2820.51,0.253,34
50242.1,48556,67811.8,41085,24140,111539,2701.6,3007.62,0.269,35
68147.8,59834,74642.1,44322.3,34586,83985,305.6,10875.2,0.274,37
76490.7,63592,78829,41620.6,27816,98060.4,1852.8,1452.33,0.277,38
61475.7,46541,86566.1,53617.4,33213,105798,1408,2398.77,0.279,39
43997.5,32731,88094.4,36010.3,21083,111937,2364.8,2475.99,0.3,41
33294.3,30028,72664.7,42148.3,24248,113916,612,2709.63,0.316,42
36615.5,29059,82578.1,46025.1,23795,126762,875.2,7083.45,0.33,43
80399.3,72336,72841.3,32914.5,27568,78246,1176.8,3697.65,0.333,44
148417,127492,76292.2,72827.4,51044,93503.9,3682.4,3967.92,0.343,46
68488.7,54357,82574,40275.2,29281,90142.9,226.4,3647.16,0.36,48
23002.2,15020,100364,40571.2,17512,151832,682.4,2804.67,0.362,49
70581.4,65553,70563.1,51091.9,36901,90739,1620,5985.54,0.369,50
