"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
20258.9,19441,68293.3,31506.8,23941,86246.4,204,1219.68,0,0
72093.1,66935,70586.2,42552.2,31751,87830.3,187.2,1040.49,0.001,1
61751.8,48397,83620.2,43922.3,31293,91985.2,261.6,782.1,0.005,2
46466.2,31200,97602.8,57271.5,32032,117175,196.8,978.12,0.011,3
56280.9,48008,76829.4,46265.7,30444,99594.9,239.2,1089,0.012,4
51656.3,39553,85590.1,40400.9,27057,97856.9,132.8,1090.98,0.015,5
97305.8,79552,80161.8,61249.3,41792,96047.9,326.4,1275.12,0.017,6
49420.8,43439,74560.7,50819.7,31179,106819,224.8,1145.43,0.017,7
17562.5,10087,114105,52198.7,21843,156613,400.8,1901.79,0.018,8
66661.1,55473,78753.7,40917.7,31809,84302.6,207.2,770.22,0.021,9
110074,98524,73219.1,55851.8,44012,83166.1,506.4,2519.55,0.028,10
80379,65853,79992.1,107263,58333,120507,707.2,3403.62,0.041,13
83874.2,78340,70165.7,47834.8,35764,87655.3,154.4,913.77,0.044,14
46802.3,37957,80808.2,44471.8,26501,109977,166.4,1048.41,0.045,15
77061.7,69415,72755.4,51969.1,34807,97849.4,345.6,1122.66,0.045,16
66711.1,60948,71732.9,38638.7,26852,94303.1,267.2,954.36,0.045,17
78346.3,73199,70144.5,44668.8,36027,81256.1,130.4,1041.48,0.055,21
32846.6,31733,67835.8,41799.8,28481,96183.1,184,1338.48,0.056,22
87909.1,77253,74575.9,67078.4,46565,94406.8,217.6,1245.42,0.056,23
25138.6,24081,68414.3,45689.5,27873,107427,226.4,1525.59,0.058,24
54411.2,49797,71608.6,38441.7,27409,91915.6,-12.8,666.27,0.067,25
29407.6,29728,64829.6,42756.1,26816,104492,169.6,1445.4,0.067,26
61758.1,48319,83763.7,46589.4,30751,99290.5,141.6,1065.24,0.068,28
50730.4,42896,77505.3,49775.2,31812,102542,265.6,1144.44,0.069,29
83177.6,75605,72100.1,28370.4,23313,79753.1,98.4,682.11,0.071,30
60880.6,58468,68240.2,43524.4,30224,94375.7,164.8,711.81,0.075,32
66601.9,59044,73924.9,38306.1,28464,88196.6,136,915.75,0.08,33
116325,105833,72032.8,59163.4,45369,85462.1,212,1267.2,0.08,34
66395.2,55812,77963,58499.1,39984,95883.3,196,1193.94,0.082,35
80070.9,73409,71483.4,37468.5,29125,84310.3,254.4,1143.45,0.085,37
74337.9,61713,78943,67156.6,40101,109752,349.6,1335.51,0.086,38
119558,99844,78476.2,87172.5,57012,100206,462.4,2715.57,0.087,39
24163.6,15075,105047,63628.3,36259,115004,343.2,2501.73,0.088,40
59289.4,55632,69844.5,55004.4,32256,111755,245.6,1199.88,0.092,41
61056.8,57181,69978.2,54050,34169,103668,193.6,907.83,0.092,42
51085.3,48940,68408.8,45655.8,27692,108049,134.4,1149.39,0.104,44
40288.6,27196,97086,69148.5,27960,162079,224.8,1333.53,0.112,46
83452.2,77848,70253.9,54287.6,40216,88467.1,323.2,1297.89,0.114,47
45179.2,41053,72122.9,38024.9,29677,83970.8,228,1227.6,0.124,48
80683.2,75349,70175.5,58157.6,39365,96822.4,288.8,1646.37,0.129,51
82488.1,73473,73577.2,35229.1,28373,81372.4,242.4,790.02,0.13,52
46054.3,35246,85632.9,42800.7,25054,111958,194.4,1026.63,0.132,53
53559.5,43408,80862.4,40387.1,26772,98864.7,19.2,759.33,0.132,54
43935.1,29708,96921,73534.2,30524,157880,370.4,1009.8,0.135,56
74429.2,69353,70332.8,36139,29049,81531.3,25.6,571.23,0.135,57
53369.2,46156,75777.8,82595.7,38316,141272,548.8,2704.68,0.136,58
80973.4,71985,73719.1,36491.4,29425,81274.4,156,751.41,0.137,59
55639.7,46867,77803.3,73690.6,37927,127334,380,1743.39,0.139,60
75993.8,72541,68655.4,42774.9,33593,83448.9,245.6,1249.38,0.145,61
47239.1,38008,81453,36152.8,21452,110447,119.2,760.32,0.148,63
45213.5,33267,89070.6,52986.8,23351,148711,257.6,1334.52,0.151,64
54518.9,51604,69237.8,38400.1,26528,94865.4,104,552.42,0.152,65
63831.3,54500,76756.8,42521.5,29028,96000,107.2,875.16,0.152,66
96427.5,88629,71302.5,36419.1,30209,79008.4,105.6,1250.37,0.157,68
105653,92908,74525.8,61982.9,45624,89034.5,168.8,1348.38,0.157,69
29641.6,14882,130533,67188.3,35766,123113,245.6,1399.86,0.161,70
86452.9,76625,73941.6,43648.1,32481,88067.6,161.6,1135.53,0.162,71
32568.9,23773,89784,54283.7,40969,86834.8,247.2,854.37,0.168,73
82605.1,78336,69107.6,54007.5,38452,92048.1,272,1237.5,0.176,75
53577.4,49534,70885.6,27440.8,21674,82973.2,163.2,657.36,0.179,76
22095.1,15958,90739.6,55288.5,29890,121224,272,1304.82,0.181,77
28205.6,21985,84079.2,56828,36101,103163,266.4,1849.32,0.185,78
89098.6,76617,76212.4,62700.7,43801,93814.1,154.4,1070.19,0.186,80
60591.2,49609,80044,46232,31801,95275.7,389.6,1304.82,0.187,81
55371.4,52509,69108.6,28360.5,22557,82397.3,36,430.65,0.19,82
50461.3,42409,77979.5,37386.4,24761,98952.1,113.6,780.12,0.191,83
25750.9,18705,90222.5,47891.2,33281,94306.1,90.4,1482.03,0.194,85
70950.4,62616,74259,62273,40716,100234,190.4,1577.07,0.195,86
78769.9,70940,72769.4,46842.8,34460,89085.7,221.6,1091.97,0.195,87
38603,26407,95803.6,84628.2,43731,126825,600.8,1733.49,0.195,88
75206,64505,76408.1,54650,37641,95150,189.6,1028.61,0.206,90
42070.9,40453,68157,44457.9,32485,89690.5,245.6,1479.06,0.207,91
63588.7,43396,96030.7,49098.1,32244,99791.9,225.6,909.81,0.208,92
81363.4,75529,70598.4,38700.1,31369,80852.1,168.8,911.79,0.211,93
81347,72847,73182.9,38737.7,31087,81664.8,236,1341.45,0.216,94
28098.7,22748,80951.2,25487.6,17336,96351.6,40,486.09,0.217,96
71516.6,64873,72247.5,39474.3,30365,85196.3,228.8,912.78,0.219,97
82598.1,72584,74577.7,60641.5,40376,98429.7,220.8,1015.74,0.221,98
69484,66784,68185.5,43023.4,32740,86120.4,181.6,1050.39,0.223,99
76708.3,72837,69019.3,40150.4,33109,79473.8,96,670.23,0.225,100
