"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
44219,34681,83559.7,51652.3,27705,122183,896,9299.07,0.007,1
62546.6,53888,76066.2,51439.4,31908,105652,3248.8,14985.6,0.019,2
73684.3,61972,77921.8,40615.7,29316,90796.6,1742.4,5211.36,0.032,3
84764.9,76161,72939.6,38896.1,30037,84865.2,537.6,3604.59,0.049,4
65412.4,45829,93540.4,52168.1,27073,126284,2038.4,7386.39,0.051,5
38398.6,31644,79525.1,38524.9,24200,104329,644.8,5814.27,0.061,6
74807.5,65373,74994,66706.2,43277,101016,860,22558.1,0.061,7
85672.1,78009,71973.8,38352.6,31597,79547.9,992,3510.54,0.064,8
21989,20272,71086.7,51941.3,29024,117283,511.2,10462.3,0.066,9
28675.9,17632,106585,67031.9,29252,150178,2419.2,36455.8,0.068,10
56243.5,52626,70040.9,40984,28322,94835.4,1376,8270.46,0.068,11
52355.2,50165,68397.2,34244.1,25425,88268.3,1109.6,6279.57,0.086,12
82385.2,73204,73755.4,34286.7,27684,81166.4,1670.4,3217.5,0.09,13
66642.4,61621,70876.4,27229,22305,80003.5,2871.2,4229.28,0.09,14
47707.9,36969,84573.2,39385.2,23165,111424,6476,2102.76,0.093,15
51573.6,45850,73717.1,36200.3,25758,92104.4,1498.4,4807.44,0.1,17
40083.4,24956,105262,44836.1,26600,110465,552,4800.51,0.104,18
72068.9,66092,71462.6,30898.9,26136,77478.9,227.2,2017.62,0.105,19
35543.8,32932,70733.6,52685.8,35700,96717.6,1055.2,23613.5,0.112,20
49725.8,44204,73722.5,33649.1,24264,90884.8,325.6,7693.29,0.123,21
38629.5,22864,110725,37454.7,17680,138836,800.8,9690.12,0.139,23
24893.7,19253,84736.6,34259.9,17573,127768,5413.6,6191.46,0.15,24
70576,63845,72445.2,32241.3,27045,78127.9,538.4,1826.55,0.15,25
67727.4,59131,75063.6,43771.9,28303,101354,1176.8,7785.36,0.154,27
95183.4,84109,74164.9,39682.2,33549,77516.8,1356,2521.53,0.158,30
75620.2,71768,69053.7,39127.8,29656,86467.4,243.2,3427.38,0.172,31
67833.5,56256,79023.3,39576.2,29264,88630,238.4,4246.11,0.173,32
101045,91634,72266.8,62909.6,48934,84253.1,680.8,4928.22,0.177,34
22756.5,16705,89276.9,54095.6,28017,126538,663.2,4467.87,0.179,35
56536.7,47285,78358.7,58625.8,38273,100387,228,17937.8,0.197,36
13667.9,9130,98109.8,41794.8,14718,186103,3420,15171.8,0.22,37
64183.9,60381,69663.5,40161.3,31529,83479.1,229.6,4003.56,0.22,38
55156.9,47065,76803.6,74035.2,49245,98527.1,279.2,15810.3,0.223,39
10916.9,9144,78242.4,92473.9,84492,71727.1,339.2,2760.12,0.224,40
77023.4,65624,76920.2,61767.1,45596,88779,608,16549.8,0.228,41
39826,33880,77037.7,34210.4,22856,98093.1,3740.8,4347.09,0.23,42
48531.6,28547,111415,51256.3,24883,134997,1196,16348.9,0.245,44
33550.9,30281,72613,48894.1,34125,93899.6,840,7508.16,0.25,45
20084.2,16697,78830.9,40096,22781,115347,277.6,2343.33,0.255,46
