"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
88560.4,76746,75624.7,57740.8,42746,88525.2,5482.4,3938.22,0.004,1
61932.8,51862,78262.1,55580.6,31814,114495,2188,6687.45,0.009,3
51163.3,43384,77287.5,44911.4,29352,100276,5021.6,3158.1,0.013,4
19917.3,14488,90095.3,46765.6,29228,104859,3515.2,8652.6,0.013,5
34210.8,20581,108937,95968.6,33857,185764,3664,13098.7,0.017,7
21118.5,20305,68161.6,32100.8,21537,97681,1373.6,2470.05,0.019,8
72584.5,54912,86627.6,38526.8,23824,105981,1982.4,1822.59,0.02,10
54447.1,41402,86185.4,94828.1,37070,167647,10367.2,28148.7,0.021,11
80792.4,70844,74739,93694.6,49791,123323,5326.4,11029.6,0.028,12
27133.9,21717,81882.6,33063,18641,116239,4426.4,2456.19,0.028,13
71640.7,55076,85246.6,60524.6,30496,130068,6739.2,2829.42,0.043,16
51501.8,37036,91133.6,34577.7,20088,112808,1776,4481.73,0.046,19
33096.2,16763,129392,107798,54751,129033,6059.2,11681,0.047,20
39117,20940,122425,35341,19192,120681,1962.4,2201.76,0.05,21
96421.3,91408,69130.3,47728.9,37056,84411.7,1855.2,4652.01,0.055,22
83618.3,70941,77247.5,42868,35001,80266.2,1021.6,5425.2,0.059,24
19292.5,14889,84918.7,36424.1,16681,143102,4367.2,8089.29,0.078,26
52026.8,45669,74659.5,39644.6,26405,98396,2000.8,4797.54,0.08,27
71139.1,62334,74793.4,45680.6,34970,85608.3,4816,3977.82,0.084,29
26751.7,22517,77861,43203.6,26165,108213,2567.2,10068.3,0.085,30
59039.8,47164,82037.8,41742.4,25756,106213,2253.6,9391.14,0.085,31
112846,97956,75498.3,84570.8,46016,120446,5993.6,12423.5,0.087,32
42768.2,36568,76647.8,89025.8,54668,106724,1480.8,4336.2,0.092,33
18431.4,14365,84087.7,38323.9,21289,117976,2191.2,2885.85,0.095,35
68151.7,47466,94096.6,65475.6,34718,123596,7807.2,8449.65,0.107,36
63229.9,60152,68889.4,63235.3,38760,106919,1920,5852.88,0.107,37
107071,92950,75492.5,88952.5,57010,102256,4453.6,4131.27,0.108,38
30246.1,22476,88192.1,58395.2,30812,124204,4160.8,5355.9,0.114,41
130012,114327,74527.1,68258.5,49959,89541.2,5667.2,5524.2,0.114,42
28286.7,24072,77010.5,62296.7,31724,128694,3244.8,4920.3,0.115,43
22652,15657,94815.1,97010.1,42281,150367,10757.6,3960.99,0.123,45
21885.2,18250,78590.2,53468.9,28346,123620,4059.2,9598.05,0.135,48
122950,107633,74862.2,89148.5,59141,98788.3,5374.4,10698.9,0.143,49
31749.9,27640,75280.8,45720.2,27004,110958,1293.6,8210.07,0.151,52
62216.7,52321,77931.1,84272.8,53861,102540,3791.2,28655.6,0.154,53
46867.1,41837,73415.4,56265.7,39721,92833.2,2438.4,2916.54,0.154,54
24367.2,18188,87801.2,60562.3,38408,103338,3841.6,7619.04,0.159,55
49824.1,44456,73449.5,38759.5,28920,87833.4,1446.4,2836.35,0.161,56
63505.3,60828,68420.5,46907.2,35112,87551.5,1538.4,3977.82,0.174,57
25924.9,23445,72468,42395.8,24533,113254,5405.6,2256.21,0.175,58
71005,55810,83379,69736.6,40994,111486,1995.2,5094.54,0.176,59
23623.9,14613,105948,38540.7,17777,142083,2133.6,3873.87,0.18,60
61194.9,40588,98809.2,73515.4,33452,144024,2204.8,14711.4,0.184,62
51567.4,37532,90043.6,41606.7,26652,102309,1682.4,4021.38,0.204,68
119615,106611,73529.6,53785.7,40963,86050.8,2268,5522.22,0.205,69
34907.3,31917,71676.1,72205.6,43577,108591,7534.4,8594.19,0.206,70
158666,133334,77987.1,115343,47766,158253,9291.2,16745.8,0.209,72
112322,88288,83376.1,55246,38244,94671,1645.6,6081.57,0.215,73
118815,109016,71426.8,79528.7,57500,90643.3,2433.6,16483.5,0.238,76
97906.4,83832,76538.7,48030.8,35228,89353.6,1025.6,2676.96,0.24,78
24438.2,17008,94166.3,83767.9,40336,136102,2650.4,5602.41,0.25,80
72983,69545,68775.9,41625.5,33917,80430.8,1170.4,2175.03,0.252,82
37295.7,28805,84853.7,73469.9,49813,96660,3128,5727.15,0.26,83
105444,90257,76563.6,83820.3,51157,107380,31496,6158.79,0.264,85
18252,10173,117582,43953,18349,156984,2342.4,4651.02,0.267,87
58436.8,52828,72494,27413.1,22376,80288.9,507.2,1189.98,0.282,88
97585.8,81580,78394,81151.3,55180,96381.5,11261.6,6190.47,0.284,89
22243.3,16341,89207.2,42914.5,27729,101426,1297.6,4614.39,0.285,90
20024.2,14009,93675.7,41806.7,19005,144164,2772,6262.74,0.287,91
26867.1,11770,149597,62222.5,31086,131178,2681.6,12875.9,0.301,92
83138.6,60317,90332.3,112531,46941,157109,10260.8,33152.1,0.305,93
29624.4,26534,73168.9,43855,29414,97711.4,1196.8,5787.54,0.316,95
42328.3,36692,75603,88756.5,44836,129734,6889.6,18139.8,0.317,96
30817.8,25165,80257.3,62151.2,35245,115567,4521.6,5227.2,0.319,97
26424.1,15333,112941,30131.6,18149,108805,1432,4424.31,0.32,98
97390,87001,73361.8,91701.7,55565,108157,5730.4,25628.1,0.32,99
13500.2,7533,117450,43410.5,19417,146519,6638.4,4598.55,0.326,103
21917.2,17801,80690.2,43168,23245,121706,3338.4,6461.73,0.34,106
33335.6,24305,89886.2,76617.1,40961,122584,21592.8,4156.02,0.35,107
23525.6,15952,96650.7,73041.2,33568,142601,4201.6,8408.07,0.353,108
37078.1,32320,75184.1,37840.8,29280,84697.1,1235.2,4975.74,0.363,110
48410.7,29256,108444,56118.2,26924,136598,2438.4,4278.78,0.4,115
124081,107291,75791.7,64039.1,46571,90117.6,6692,7714.08,0.404,116
82930.4,74672,72784,82797.7,53252,101897,5467.2,12625.5,0.408,117
141098,115904,79781.6,69083.2,47796,94724.2,6840,5636.07,0.408,118
50512.8,38419,86165.9,74878.6,36631,133964,6688,6203.34,0.411,119
87429.4,68905,83154.7,73868.9,43805,110514,20730.4,5926.14,0.422,121
21744.8,20372,69952.4,32943.2,21824,98926.3,593.6,4533.21,0.424,122
121954,96208,83073.8,69252.5,46452,97703.7,1137.6,15123.2,0.438,124
46278.2,37041,81879.2,40545.4,27189,97730.2,2328,4295.61,0.438,125
24160.5,21934,72188.5,34124.3,15834,141238,4016.8,5233.14,0.444,126
83759.5,78292,70112.7,42796.7,30976,90545.1,9632,1732.5,0.446,127
31202.3,28253,72377.3,57101.2,36189,103407,3182.4,11098.9,0.465,130
62719,46554,88292.2,51478,27561,122407,3456.8,3694.68,0.483,133
42637.9,33104,84410.3,53844.1,21040,167715,8640,4042.17,0.491,135
33674.2,26945,81902.8,61943.3,33477,121263,4007.2,10491,0.495,136
44594.9,34312,85176.4,41687.9,20284,134690,4413.6,3520.44,0.496,137
51898.9,41977,81026.4,59104,45373,85368.8,18412.8,7059.69,0.499,138
66846,64323,68106.6,66371.6,37411,116269,7204.8,11178.1,0.507,139
54224.8,39351,90307.2,68515.9,28092,159841,2140,12348.3,0.511,140
47020,40581,75934.5,55623.2,34897,104459,846.4,11453.3,0.526,141
31321.7,15700,130745,51024.6,20292,164791,7595.2,11636.5,0.526,142
99018.7,88480,73341.9,44500.5,33376,87379.7,779.2,4555.98,0.526,143
98111.5,87900,73149.4,51192.9,38652,86799.6,1708,8295.21,0.539,144
99223.8,94368,68908.2,55527.1,41808,87041.4,2240,5986.53,0.541,146
158851,137399,75768,70316.7,49108,93839.7,8741.6,2021.58,0.544,147
26077.7,17597,97120.6,41820.6,21869,125326,3300.8,2115.63,0.549,149
36163.9,20485,115696,58447.6,18725,204562,927.2,4878.72,0.552,150
94900.3,73605,84496.8,124395,52917,154060,3421.6,13943.2,0.556,151
32051,19389,108334,38601.1,20013,126406,1694.4,7729.92,0.56,152
27898.3,13020,140426,67914,37176,119723,8765.6,7880.4,0.581,156
99542,82261,79303.5,54026.3,33989,104171,5438.4,5652.9,0.587,157
34625.8,31257,72599.2,49277.2,29433,109722,12379.2,6015.24,0.588,158
48299.9,38900,81372.4,72554.1,34756,136808,21645.6,3983.76,0.593,160
17805.1,12812,91076.5,33356.1,16792,130182,4296.8,4998.51,0.61,163
53827,39345,89658.3,54178.7,27877,127369,4550.4,11111.8,0.612,165
73217.8,62436,76853.1,52151.2,34400,99354.1,3809.6,6421.14,0.623,166
179667,149945,78526.4,115117,78265,96394.6,13238.4,5415.3,0.636,168
49030,45400,70776,30510.8,24376,82029.7,5786.4,2251.26,0.64,169
46956.8,39017,78872.3,45378.6,26153,113713,16099.2,3408.57,0.647,170
92720.2,72081,84301.1,65506.3,37409,114759,6328,3547.17,0.648,172
31767.8,14277,145825,86636.9,43205,131416,3728.8,7221.06,0.648,173
17670.1,16292,71079.6,45803.3,24848,120805,2848,13513.5,0.655,175
28588.6,23265,80532.1,40221.7,25509,103335,6812.8,10235.6,0.669,177
40302.6,36900,71579.2,34087.7,21408,104352,1310.4,2013.66,0.672,178
57994.6,46837,81148.1,47812.1,33233,94286.1,4465.6,14732.2,0.674,179
56335.5,47676,77439.4,130244,65900,129525,16205.6,19663.4,0.68,181
16774.7,12045,91269.9,58498.1,32377,118409,3626.4,8433.81,0.689,184
30154.8,23147,85377.2,69950.4,37419,122512,4031.2,7929.9,0.696,186
