"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "CD86", "CD206", "Time", "Event #"
38697.4,31316,80983.2,94498.5,44004,140738,53649.6,4107.51,0.617,3
70089.2,55048,83443,37527.9,28968,84901.6,610.4,1996.83,0.656,4
39704.3,19580,132894,37229.9,17692,137910,216.8,1112.76,0.666,5
50758.5,44811,74234.2,26058.8,21071,81049.2,260.8,694.98,1.641,25
162983,127041,84077.4,104368,59377,115194,7530.4,5743.98,2.141,31
25499.8,18736,89194.7,62888.8,45284,91014,369.6,893.97,2.696,43
47575.3,28688,108683,67032.9,26900,163311,3075.2,45841,2.822,46
51597.8,38842,87058.1,76371.6,29134,171795,46960.8,9082.26,2.941,48
39074.1,28618,89480.8,55220.2,37982,95279.7,6564.8,3304.62,3.328,52
98635.7,74237,87075,51562.2,26297,128501,11456.8,2635.38,3.582,58
125486,101000,81424,90334.5,53208,111265,21394.4,5037.12,3.687,65
93990,74841,82304.2,45860.8,35689,84214.5,690.4,4591.62,3.829,69
117487,106783,72105.7,63418.4,46287,89791.7,8463.2,3478.86,4.315,79
9190.74,7125,84536.7,70740.5,56401,82197.9,283.2,262143,4.78,87
79598.2,56373,92536.3,123744,49329,164400,19539.2,7970.49,4.969,90
90763.9,79344,74968.5,82685.8,43392,124882,5612.8,24531.2,5.533,96
66145.6,54673,79288,40399.9,30737,86138.8,4717.6,6546.87,5.718,99
66529.3,40301,108188,217622,69789,204360,23716,44990.6,6.324,108
86446.6,67482,83953.7,95140,52682,118353,10005.6,3010.59,6.324,109
147020,107397,89714.7,111813,60177,121770,61263.2,7894.26,6.457,112
57386.2,48420,77671.6,54753.9,30756,116672,15648,2119.59,6.565,114
42747.1,27257,102780,69569.3,39661,114957,3701.6,3975.84,6.58,115
90818.5,81535,72997.9,76487.4,36811,136173,58954.4,2420.55,7.185,122
54595.3,36400,98295.6,72265,38084,124356,8907.2,17703.2,7.677,130
193399,159905,79263.5,111017,66805,108908,46441.6,5342.04,7.963,140
48000.4,31525,99786.1,52735.3,27301,126591,6745.6,18715,8.19,146
89440.3,75650,77482.6,53240.2,30498,114406,20887.2,24747,8.958,158
49352.2,39275,82351.2,51072.1,24968,134054,7968,32949.2,9.164,159
37852.6,35172,70530.8,59168.3,53280,72778.8,68.8,38.61,9.198,162
83523.2,67349,81274.8,142978,53765,174281,14120,4665.87,9.325,166
122930,107364,75037.8,45695.4,34816,86014.9,20760,1720.62,9.405,169
42316.6,28921,95890.8,72504.6,33465,141989,15546.4,8330.85,9.521,172
23689.4,17472,88856.9,72665,22820,208684,2341.6,12235.4,9.692,175
81925,75796,70835.3,26001.4,21392,79657.1,469.6,1129.59,9.844,177
44419.4,33884,85912.9,57144.8,27080,138295,7402.4,19662.4,9.915,178
79013.2,59636,86830.3,101762,53696,124201,87539.2,3683.79,10.107,183
70196.9,43840,104937,88009,36240,159155,1860.8,6026.13,10.597,191
57076.5,34428,108649,190411,151848,82179.2,436.8,2805.66,10.745,194
52460.5,37564,91525.1,49950.4,33996,96292.3,468,1535.49,11.056,199
51758.5,34760,97584.6,122842,49788,161697,22131.2,3392.73,11.072,200
90852.1,70565,84377.2,85372.6,50997,109712,12824.8,4594.59,11.336,210
36429.1,24131,98935.8,58837.7,30119,128025,995.2,9457.47,11.436,213
29883.4,11288,173497,126615,38632,214792,56156,11130.6,11.508,214
58208.3,40570,94028.5,79799,45882,113982,4393.6,11787.9,11.591,220
61205,44112,90930.7,89980.1,43108,136794,6405.6,5492.52,11.995,227
99010.9,86052,75405.3,92834.3,62276,97693.9,8296,2893.77,12.49,236
173377,141285,80422,105394,66805,103392,44716.8,3909.51,12.584,238
57071.8,30981,120727,80144.5,35825,146611,21931.2,8504.1,12.586,239
31345.9,20255,101421,57716,34683,109059,590.4,8510.04,12.635,240
146574,126781,75767.7,122130,70473,113574,4192,16724.1,12.728,244
72180.4,50528,93619.7,101634,47892,139078,37225.6,22156.2,13.38,252
150397,114476,86100.4,118607,61148,127118,6312,16376.6,13.463,253
81215.9,59401,89604,130942,36973,232100,17188.8,9938.61,13.556,257
66122.2,49418,87688.3,88539.7,41374,140246,18249.6,14232.2,13.585,260
32689.8,29405,72857,59150.5,38013,101978,9432,2105.73,14.418,267
136635,103417,86586.4,110397,57065,126785,6400.8,5323.23,14.56,270
37588.2,33676,73149.4,78683.2,65288,78982.1,41.6,49.5,14.767,274
144512,120128,78838.8,115682,51616,146879,18372.8,3986.73,14.853,278
39297.2,17736,145206,229478,101736,147824,1591.2,18832.8,14.989,281
110365,93297,77525,164993,72917,148292,29775.2,8054.64,15.016,283
21285.4,15346,90900.6,50238.5,20802,158275,5026.4,5142.06,15.3,290
26987.2,16310,108439,44338.1,23030,126172,4172.8,3367.98,15.59,294
57760.6,49614,76296.9,83779.7,42633,128787,4608.8,15029.2,15.668,297
52997.9,33413,103950,44037.2,21589,133680,6614.4,2458.17,16.25,306
59792.5,48253,81208.6,86842.8,45817,124219,7249.6,7648.74,16.384,308
10367.8,9557,71095.7,109155,85313,83851.4,126.4,257.4,16.395,309
109877,94927,75857.3,125918,57423,143708,10200,4427.28,16.476,312
165640,125274,86653.1,77338.8,54254,93421.2,1544.8,7306.2,16.6,315
118427,103648,74880.9,122639,85808,93665.9,16660.8,6723.09,16.613,317
58939.9,47461,81386.5,22379,16229,90370.8,2008.8,3202.65,17.179,323
40482.8,33600,78960.7,63016.5,47316,87282.3,2914.4,1431.54,17.326,326
34054.8,18943,117817,52258.1,26143,131002,1008,1091.97,17.425,328
104565,71116,96360.7,80718.7,42988,123057,32794.4,4850.01,17.495,330
66440.4,53143,81934.4,59178.2,33271,116567,2251.2,13737.2,17.498,331
71437.9,63529,73694.7,55427.1,43645,83227.7,8184.8,3462.03,17.511,332
59643.5,47965,81492.6,112276,52349,140559,6470.4,17872.5,17.75,337
