"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "CD86", "CD206", "Time", "Event #"
116683,107180,71346.4,54141.1,39324,90229.7,260,2177.01,0.023,1
51270.2,42156,79705,46060.7,23724,127240,119.2,1197.9,0.091,3
133318,116256,75154.4,62753.1,38944,105603,316.8,2552.22,0.099,4
107815,94677,74630,46584.4,32385,94270.8,126.4,1146.42,0.118,5
58926.7,54473,70894.2,44801.5,29385,99918.6,180,1417.68,0.166,8
69838.9,55768,82071.4,54135.2,31640,112130,322.4,1675.08,0.169,9
78520.3,69072,74500.6,40275.2,29872,88359.5,236.8,1238.49,0.178,10
48072.2,47120,66860.3,47644.7,31392,99466.3,166.4,1074.15,0.181,11
71083.7,45769,101784,95565.7,35993,174006,375.2,3538.26,0.183,12
59320.6,56895,68329.9,38580.3,23711,106634,113.6,1014.75,0.205,13
45792.2,39738,75520.7,50072.2,29354,111792,216.8,1186.02,0.205,14
46195.5,41698,72604.6,42278.9,22210,124754,304.8,1793.88,0.246,18
79115.4,56569,91656.3,77893.2,43913,116248,155.2,1525.59,0.253,19
101407,85917,77351.5,57621,38937,96983.5,282.4,1770.12,0.282,21
46437.3,34662,87799.7,118937,47298,164798,206.4,2203.74,0.3,23
55997,45433,80774.3,50465.2,27741,119220,94.4,1029.6,0.311,24
43943.6,34136,84365.2,83327.3,34556,158032,160.8,1255.32,0.333,26
24338.3,18344,86951.5,51099.8,26012,128744,40.8,981.09,0.368,29
46766.5,38318,79985.6,77386.3,25566,198372,213.6,1702.8,0.369,30
101756,91215,73109.8,32803.6,25868,83107.3,142.4,986.04,0.38,32
54319.2,39620,89850.1,85310.3,54464,102653,34.4,691.02,0.394,34
21661.4,15687,90495.3,62207.6,29107,140064,211.2,1335.51,0.404,35
25529.4,22248,75202,55177.7,14664,246599,70.4,816.75,0.414,37
51895.7,43793,77661.7,45416.2,25553,116479,232.8,1109.79,0.432,38
32462,23724,89674.3,51584.9,21608,156455,327.2,1761.21,0.44,40
