"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "CD86", "CD206", "Time", "Event #"
61194.4,50067,80101.4,135544,50899,174522,2312.64,6604.39,0.033,1
39200.8,15046,170747,91334.3,20294,262143,1125.66,21072.6,0.196,7
18309.6,12978,92459.4,45039.9,15462,190903,84.68,1725.08,0.24,11
37957.6,26815,92768.6,94533,30175,205313,689.85,6776.09,0.24,12
94016,63374,97223.4,84242.1,44894,122976,1060.69,41727.1,0.264,13
51699.2,41463,81715.2,36049.9,27891,84707.2,129.94,2100.8,0.298,17
49632.8,24790,131212,59793,25410,154215,324.85,8968.8,0.34,20
78141.6,66685,76795.2,37923.5,27657,89863.4,413.91,2345.22,0.384,22
50720.8,37326,89054.2,117872,44637,173060,418.29,8774.88,0.425,23
115559,96034,78860.5,48193.2,34390,91840.3,1481.9,1943.24,0.447,24
88432,70921,81717.4,44729.9,28985,101136,2868.9,1401.88,0.477,25
73532,60997,79003.8,40870.7,25045,106947,3635.4,2501.77,0.497,29
94077.6,78319,78722.5,56304.5,30479,121066,3438.3,8689.03,0.524,30
50541.6,32535,101807,91255.5,43971,136011,1194.28,25454,0.527,31
61138.4,48642,82372.6,64677.4,31174,135969,2571.06,7318.46,0.529,32
35902.4,30087,78203.2,48114.4,43395,72663.3,78.11,1134.23,0.627,36
216676,184439,76990.7,118450,70647,109880,5607.13,6287.25,0.654,42
51002.4,35956,92960.7,143760,43920,214515,1602.35,25458.1,0.661,44
62823.2,50831,80997.5,36862,22463,107545,610.28,10427.2,0.705,47
90607.2,81843,72554,68731.5,39955,112737,3143.38,9461.68,0.719,49
45503.2,41118,72525.4,33089.6,20586,105342,40.88,1102.92,0.72,50
123492,98299,82332.2,54513.7,38127,93703,809.57,1609.94,0.727,51
31360,24203,84915.5,39807.1,30280,86155.9,18.25,423.19,0.744,52
110440,98468,73504,48717.3,36132,88363.2,811.03,3225.94,0.828,57
52146.4,38275,89287.2,45100.5,25955,113878,56.94,831.23,0.924,61
110352,87153,82980.8,86938.8,50833,112085,1846.9,2381.58,1.054,66
35789.6,25383,92404.7,81577.7,31143,171669,558.45,13718.8,1.1,69
71792,59111,79595.3,46709.5,32199,95069.8,2002.39,1522.07,1.184,75
85210.4,76051,73429,51166.6,29287,114496,341.64,14625.8,1.185,76
32778.4,13486,159289,62763.4,24062,170944,2146.93,23065.4,1.226,80
48536,37955,83806,46004.5,32791,91944.4,202.21,4265.23,1.294,83
44737.6,27388,107051,107200,35112,200088,1305.97,3063.33,1.322,87
24068,15414,102330,52587.7,28242,122030,262.8,1363.5,1.365,90
89886.4,76515,76988.8,59821.3,34135,114851,956.3,21058.5,1.398,92
48666.4,39175,81414.2,33633,23939,92074.5,1533,7172.01,1.437,98
64918.4,44947,94655.8,71296.9,36695,127334,575.24,18674.9,1.542,101
95052,76335,81605.1,38257.8,28235,88799.8,2392.94,2541.16,1.559,103
46952.8,36863,83473.9,29221.3,15579,122925,2487.11,4612.67,1.586,105
49252.8,41394,77978.3,46169.1,22166,136504,746.06,2839.11,1.621,108
65627.2,53642,80178.7,59761.7,21790,179740,9266.62,2724.98,1.623,109
110292,78474,92108.2,141484,78042,118811,2610.48,4648.02,1.672,113
68776.8,42494,106070,119065,37966,205527,1170.19,17050.8,1.716,116
63780,55138,75807.7,36613.5,23314,102921,236.52,8059.8,1.887,129
53786.4,33511,105188,52949.2,27139,127863,710.29,15052,1.935,133
121226,98291,80827.8,48609.3,33987,93731.7,638.75,8191.1,1.941,135
31764.8,15395,135222,93549.2,28007,218904,1834.49,1748.31,2.01,136
116012,99703,76256.1,46290.3,34707,87408.4,1687.03,2292.7,2.016,138
71464.8,64731,72353.6,29046.6,20335,93611.9,162.06,591.86,2.024,140
70552.8,51732,89378.9,96969.1,40068,158605,552.61,38112.4,2.079,143
125394,109725,74895,77552.9,40937,124154,2030.86,3594.59,2.08,144
76139.2,53491,93284.1,125524,37267,220740,552.61,14161.2,2.09,146
88190.4,79223,72954.1,95496.5,49715,125887,425.59,5708.52,2.109,148
37676,30698,80433.1,60402,22446,176357,2064.44,3707.71,2.139,149
138518,124206,73087.8,67969,46574,95641.6,8086.94,2441.17,2.173,151
56560.8,47558,77942.1,30847.4,22198,91072,493.48,4396.53,2.175,152
31587.2,21280,97279.1,32293.7,16736,126458,221.92,5954.96,2.182,153
65892,49751,86798.2,76261.1,30615,163248,1153.4,3863.25,2.226,157
43498.4,33735,84503.1,85858.1,32499,173137,5374.26,23180.5,2.227,158
67900,54347,81879.3,42353.3,27983,99191.2,401.5,1383.7,2.234,159
122038,103531,77251.3,70513.1,50383,91720.4,1952.02,3631.96,2.234,160
96476.8,85779,73709.2,161085,67431,156558,1302.32,7168.98,2.235,161
87276.8,76942,74338.8,31599.9,24570,84286.9,900.09,1541.26,2.241,162
90494.4,77469,76555,58695.1,37453,102706,600.79,28161.8,2.261,163
42556,34898,79917.2,48342.6,22226,142544,1633.74,1201.9,2.316,167
52131.2,43730,78126.5,98607.3,40198,160762,707.37,3337.04,2.362,170
67439.2,52908,83535.5,82227.1,33368,161497,646.78,12221,2.396,171
85562.4,76683,73124.7,49088,31167,103219,622.69,16280.2,2.398,172
141574,118310,78423,91391.9,54022,110871,1836.68,9122.32,2.499,176
49227.2,39896,80864.1,36274.1,24632,96511.1,267.91,9347.55,2.534,178
106077,89171,77960.9,62755.3,44487,92448,1838.14,6535.71,2.541,181
138676,112166,81025.2,91123.2,51398,116188,1887.78,4478.34,2.566,183
22372,15946,91946,103805,23678,262143,1006.67,5556.01,2.62,184
113896,96522,77332.5,93735.1,56094,109513,703.72,12588.6,2.685,190
63274.4,56691,73146.6,31527.2,21587,95713.3,225.57,2213.92,2.74,191
59751.2,37340,104870,65282.4,31308,136653,370.84,2865.37,2.76,192
110457,79218,91379.4,61246.4,36818,109019,3682.85,4059.19,2.797,196
116305,100131,76121.8,55232.9,37363,96880.4,1603.81,2303.81,2.804,197
104143,84619,80657.2,69988,39503,116111,2258.62,8321.39,2.932,200
29327.2,21483,89465.5,47481.1,20463,152066,553.34,9188.98,2.933,201
51905.6,49547,68655.7,45366.2,27711,107290,559.18,4617.72,2.935,202
20816,14035,97199.7,58667.9,17719,216991,695.69,18342.6,2.953,204
72596.8,63799,74573.3,40364.6,26531,99707.4,2684.21,4624.79,2.986,207
47919.2,40415,77704.6,38203.2,29487,84908.2,169.36,709.02,2.989,208
74229.6,54438,89362.4,80007.1,30022,174650,861.4,29514.2,3.01,209
98798.4,72596,89190.2,86321.7,44352,127552,438.73,5191.4,3.062,215
141842,117640,79018.9,75008.7,52936,92862.5,3709.86,2567.42,3.195,220
76953.6,59590,84632.2,37114.5,24834,97943.7,214.62,3412.79,3.226,223
30340.8,25563,77784.9,44196.6,23787,121767,754.82,13571.4,3.254,226
35954.4,17454,135001,89191.1,23930,244264,1024.19,2608.83,3.276,231
30733.6,24859,81023.3,44120.8,35455,81554.2,841.69,2639.13,3.298,234
24467.2,19178,83610.5,42749.3,33786,82922.4,75.92,1257.45,3.315,235
46064.8,35287,85552.8,65060.2,22359,190696,9426.49,5722.66,3.319,236
73301.6,56923,84392.8,80732.3,44779,118155,2594.42,20573.7,3.327,237
33119.2,21003,103342,65605.6,32587,131940,564.29,3726.9,3.375,239
41985.6,31567,87166,45709.6,21035,142411,1146.83,23740,3.424,242
22282.4,12647,115466,48996.1,24759,129691,237.98,959.5,3.501,245
199102,163770,79674.7,93776.5,54986,111769,815.41,3990.51,3.53,246
48394.4,39066,81185.1,111038,41838,173933,6144.41,10259.6,3.672,254
67388.8,56886,77635.8,55278.3,30418,119098,514.65,38426.5,3.735,258
58502.4,53687,71414.2,36633.7,21623,111031,2749.18,4425.82,3.815,264
86470.4,60358,93888.5,72039.3,36198,130426,1149.75,23292.6,3.836,267
41563.2,28743,94766.9,79257.7,33139,156741,768.69,3611.76,3.874,269
50459.2,33392,99032.5,51657.5,32983,102641,146.73,2667.41,3.879,270
52589.6,43210,79761.9,30435.3,22634,88124.5,129.21,1205.94,3.909,271
42516,27799,100231,75968.2,29159,170741,4947.21,15998.4,3.939,273
91063.2,78087,76426.5,41580.7,29335,92893.5,294.92,2047.27,3.94,274
108754,89990,79201.3,67676.1,41106,107897,3787.97,7640.65,3.94,275
104378,87235,78415.1,57544.8,41331,91245.1,1710.39,3251.19,3.959,279
62594.4,45915,89343.1,82675.6,29115,186097,741.68,3398.65,3.983,281
59477.6,46690,83485.2,56883.2,21670,172030,1087.7,3057.27,3.999,282
75458.4,48342,102297,88388.1,42582,136034,613.2,8568.84,4,283
60661.6,52503,75719.8,65179.3,34471,123918,1237.35,2516.92,4.006,285
152316,112906,88411.4,171276,74202,151273,1416.2,43194.7,4.038,286
41241.6,28578,94576.6,82472.6,29250,184784,1818.43,31361.5,4.183,292
107747,93217,75751.4,43184.6,31717,89231.1,5246.51,2160.39,4.198,293
49193.6,40802,79014.6,62451.3,31926,128197,1449.78,15010.6,4.223,295
74240,58529,83127.9,121747,52897,150837,304.41,2098.78,4.25,298
52035.2,41387,82397.3,60117.2,29055,135599,339.45,1849.31,4.313,300
23808,14983,104137,60647.5,20407,194766,390.55,15187.4,4.45,308
42115.2,33703,81893.7,70445.5,26855,171913,2374.69,9331.39,4.518,311
129366,113419,74750.3,55854,38411,95296.9,4205.53,3567.32,4.605,319
38196,34074,73464,97451.9,37018,172527,1072.37,8601.16,4.623,321
63408.8,52270,79501.8,40273.8,19950,132300,2698.08,4791.44,4.631,322
36248.8,28222,84175.5,51264.6,28238,118977,1773.17,5562.07,4.773,330
71161.6,58592,79595.3,86537.8,41412,136949,815.41,5947.89,4.786,331
119513,86926,90104.1,106001,68958,100740,567.94,4854.06,4.813,334
44172.8,30906,93668.2,37666.9,17274,142905,301.49,4663.17,4.816,335
