"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
68563.9,65738,68353.2,47441.7,34526,90052.2,63.2,2319.27,0.598,0
85957.4,80145,70288.9,29752.8,25233,77275,293.09,2144.67,0.6,1
47739.2,34672,90235.3,41824.5,24628,111296,282.03,2716.97,0.603,2
50950.1,40672,82097.5,45167.1,29188,101414,188.02,1592.74,0.605,3
97978.6,91036,70533.9,53574.1,40732,86198.3,230.68,3607.43,0.606,4
66246.2,64308,67511.2,41143.5,29348,91876.2,189.6,2299.87,0.607,5
107676,100457,70245.5,42043.7,34061,80895.3,434.5,3748.08,0.608,6
82476.2,77675,69586.9,56088.3,41131,89368.2,304.94,3594.82,0.622,8
54500.6,41513,86039.3,99206.8,63789,101924,588.55,4560.94,0.623,9
114387,103783,72231.9,56896.3,44899,83047.7,422.65,2652.95,0.623,10
59145.2,52925,73238.4,45599.7,34669,86198.7,115.34,1780.92,0.626,11
73006.8,59557,80336,48693,36997,86254.2,114.55,2445.37,0.626,12
76900.7,62687,80395.7,40758.4,29471,90636.4,74.26,2638.4,0.626,13
80983.2,67677,78421.3,47602.8,36585,85272.5,118.5,2083.56,0.627,14
61423.7,47244,85205.8,43407.5,29624,96028.7,242.53,2514.24,0.627,15
73434.9,64548,74558.9,32205,26672,79131.1,185.65,1292.04,0.628,16
22524,19193,76910.1,56429.8,37933,97492.4,385.52,3948.87,0.631,17
26608.9,21153,82439.4,55369.5,33253,109124,682.56,2643.25,0.635,19
73556.6,69205,69656.9,30704.4,25137,80051,122.45,1620.87,0.637,20
62351.5,57332,71273.8,36712.6,26692,90139.2,219.62,2091.32,0.645,21
79364.7,73853,70427,44370.7,33069,87933.7,328.64,3079.75,0.652,22
59899.8,57390,68402.1,33977.2,28558,77972.1,159.58,2040.88,0.652,23
161169,138793,76101.5,62786.2,51437,79996,304.94,3822.77,0.661,24
49829.8,36062,90556.4,52785.5,22906,151024,273.34,2786.81,0.662,25
95797.2,88511,70930.9,48916.1,39423,81317.2,368.93,4344.63,0.665,26
84294.2,63116,87526.2,66732.1,44060,99259.1,322.32,4686.07,0.669,27
131796,117361,73596.9,76131.4,54293,91896.7,239.37,4400.89,0.67,28
43739.1,36304,78957.8,42278.4,34372,80610.9,363.4,2511.33,0.678,29
99537.1,90737,71892,52156.9,42741,79973.7,198.29,2577.29,0.681,30
44141,36937,78317.8,36757.2,29933,80477,195.92,2617.06,0.685,31
70141.6,58884,78065.4,43152.4,29008,97491.6,154.05,2412.39,0.687,32
46443.3,36719,82891.9,43391,28959,98196.5,258.33,2959.47,0.692,33
101658,95101,70054.9,41295.8,35133,77031.9,130.35,2748.98,0.697,34
68507.7,65356,68696.4,33186.6,27324,79597.3,199.87,1945.82,0.7,35
65771.9,59352,72624.8,45170,26456,111894,251.22,2887.69,0.702,36
66371.7,61908,70261.3,27726.5,21776,83444.3,228.31,1528.72,0.706,37
76373.2,72030,69487.7,44500.7,33226,87774.6,278.08,4499.83,0.71,38
77225.6,56697,89265,45292.2,30969,95846.5,280.45,1957.46,0.711,39
122478,85338,94057.8,62982.1,38842,106266,316,3464.84,0.711,41
68255.1,56148,79667.4,45403.8,32112,92662.6,172.22,4040.05,0.715,42
30730.7,20497,98256.7,58157.3,26933,141514,157.21,1946.79,0.718,43
60395.7,53589,73860.2,42042.7,30977,88947,30.81,1142.66,0.721,44
87047.7,71233,80085.9,49926.9,34885,93794.1,195.13,1943.88,0.727,45
136735,115412,77644.2,98218.3,66624,96614.4,448.72,7306.04,0.728,46
80260.2,78908,66659,40600.3,30764,86490.1,192.76,2918.73,0.734,47
104825,95692,71790.7,43802.3,35768,80256.9,312.84,2572.44,0.735,48
82466.2,78396,68938.5,36096.6,28184,83935.1,342.86,3413.43,0.743,49
63279.4,53673,77265.6,136023,67897,131293,659.65,5080.86,0.746,50
92629.5,85764,70782.2,39202.6,33024,77797.3,107.44,1752.79,0.746,51
70353.4,66337,69503.9,37174.3,29733,81937.7,198.29,2850.83,0.749,52
108984,96337,74139.7,64835.8,46241,91889.8,346.02,5302.02,0.752,53
73211.6,68269,70280.7,50593.3,38973,85076.3,232.26,3610.34,0.753,54
59683.5,53308,73373.9,27162.9,20360,87433.6,80.58,1333.75,0.758,56
89683.4,61824,95068.2,73912.1,37284,129919,214.88,3728.68,0.759,57
89346.2,77084,75961.2,42229,34248,80808.1,306.52,4760.76,0.761,58
67895.5,64732,68738.8,46535.8,32236,94607.5,326.27,3993.49,0.764,60
97709.9,88768,72137.7,67602.2,49268,89924.1,357.87,3144.74,0.768,61
71566.1,51938,90303,44841.2,28902,101678,82.16,1644.15,0.771,62
75705.6,60737,81687.3,50874.6,35841,93025.2,375.25,3713.16,0.773,63
78088.8,74076,69086.2,36507.9,30396,78713.7,196.71,1865.31,0.773,64
139281,112244,81322.4,124945,65252,125489,434.5,6366.11,0.774,65
76806.7,70505,71393.6,31923.7,28445,73550.7,214.09,1858.52,0.775,66
87696.1,81865,70204,30486.1,26109,76523,161.16,2365.83,0.777,67
70192.4,60560,75959.9,29490.9,23280,83020.5,246.48,3272.78,0.781,69
83419.5,81501,67078.7,34522.3,28269,80033,213.3,2728.61,0.781,70
51813.3,44697,75970.1,36838.7,22697,106369,158,2471.56,0.783,71
80795.3,75989,69681.2,43688.8,34177,83775.3,166.69,2241.67,0.784,72
35526.3,19485,119489,48324.4,26765,118326,103.49,2506.48,0.791,73
51409,32348,104153,48626.1,27656,115229,208.56,3021.55,0.794,74
75953.6,68489,72678.7,58726.7,41581,92559.4,142.2,3819.86,0.795,75
97915.5,87172,73613,55079.5,42404,85126.2,220.41,3847.99,0.796,76
64040.1,55453,75684.5,34651.3,25645,88551.7,413.96,2498.72,0.797,77
79197.6,71025,73077,38231.6,30389,82449.1,200.66,2696.6,0.803,78
77398.1,59191,85694.8,48872.5,31859,100534,239.37,3623.92,0.804,79
87016.2,75672,75360.6,78160.7,51996,98514.1,167.48,4346.57,0.804,80
124237,109935,74062,77107.2,53103,95160.4,447.14,4781.13,0.805,81
56231.6,47533,77529.1,48546.6,29113,109283,165.11,3173.84,0.806,82
45477.7,28393,104971,58149.6,26233,145271,277.29,4006.1,0.809,84
21331.3,16752,83450.9,35555.4,13472,172963,627.26,1717.87,0.81,85
107654,97246,72550.5,56494.7,42526,87063,327.06,3392.09,0.82,86
118066,103212,74967.5,85090.3,58040,96080,193.55,5803.51,0.82,87
105271,98948,69723.6,47879.2,36244,86574.6,225.15,2514.24,0.821,88
63545.8,58666,70987.2,51884.3,36206,93915.1,251.22,2672.35,0.821,89
80988.6,74237,71496.3,55915.7,39529,92703.8,228.31,4004.16,0.824,90
66035.2,53257,81260.4,47375.8,30585,101514,421.86,2996.33,0.826,91
24168.8,15801,100242,69897.2,37961,120671,257.54,1713.02,0.826,92
69233,60464,75040.6,37646.7,30100,81967.2,126.4,1992.38,0.829,94
110239,102449,70519,53283.1,43153,80920.4,432.13,3410.52,0.835,95
66404,58191,74785.7,32806.4,20127,106822,171.43,2056.4,0.836,96
84770.1,75816,73276,52450.8,36060,95324.9,176.96,2915.82,0.844,97
32115.2,26692,78851.3,48277.9,35988,87916.5,332.59,1617.96,0.844,98
60946.3,57694,69230.3,36604.9,27914,85940.3,54.51,1580.13,0.849,99
86059.8,78564,71788.8,46686.1,38180,80136.7,264.65,3728.68,0.85,100
61813.3,54543,74271.6,36496.2,28011,85388.5,236.21,2248.46,0.85,101
89454,80820,72537.2,35305.1,30980,74685.4,169.85,2587.96,0.852,103
61144.9,57014,70284.4,41763.4,30390,90062.6,368.93,2931.34,0.855,104
