"FSC-A", "FSC-H", "FSC-W", "SSC-A", "SSC-H", "SSC-W", "APC-A", "Alexa Fluor 488-A", "Time", "Event #"
59648.8,48501,80599.3,61381.6,37877,106204,471.63,3332.92,0.544,0
61733.2,47768,84695.8,48890.9,26812,119503,323.9,2443.43,0.544,1
130336,109937,77696.1,65503.1,44193,97137.9,339.7,3525.95,0.544,2
78855.7,55500,93115.1,82236.6,49340,109231,348.39,7555.33,0.546,3
60129.3,47437,83070.9,60277.7,31801,124221,286.77,2400.75,0.547,4
80762.2,59277,89289.8,67851.5,34521,128812,265.44,2111.69,0.548,5
124670,113327,72095.5,65856.2,48383,89203.9,314.42,4151.6,0.55,6
38482.3,28525,88412.8,38804.9,27693,91832.4,759.19,1322.11,0.55,7
95576.2,79328,78959.3,68475.2,42800,104850,548.26,2951.71,0.55,8
74960.3,59026,83227.7,59017.7,37174,104045,449.51,3634.59,0.552,10
164283,122173,88124.8,145207,72521,131221,500.07,7370.06,0.554,11
59012,35759,108152,78555.5,38779,132758,654.91,3803.37,0.565,13
116889,89598,85497.9,95434.4,55418,112858,328.64,4352.39,0.579,15
116749,103030,74262.4,54415.1,41334,86276.3,190.39,2529.76,0.584,17
38194.3,24254,103204,96742,40494,156568,358.66,4391.19,0.586,18
182631,159571,75006.7,117734,79139,97496.8,469.26,7446.69,0.588,19
53351.8,28489,122730,95753.6,41293,151970,273.34,5121.6,0.589,20
129293,107128,79095.5,79809.7,50184,104225,408.43,5658.01,0.591,21
147386,136308,70862.1,69579.1,48720,93594.7,549.84,3988.64,0.591,23
85313.7,75952,73613.8,65517.7,36736,116882,184.07,3932.38,0.592,26
89207.6,77788,75156.9,128653,61468,137167,655.7,7492.28,0.599,28
23160.8,18825,80630.5,68626.5,37149,121067,470.05,3091.39,0.603,29
99705.8,92409,70710.8,59094.3,32649,118619,390.26,3959.54,0.603,30
71625.4,68700,68326.7,51073.4,34808,96160.3,190.39,2418.21,0.608,31
93422.6,61273,99922.3,84069.9,40749,135208,308.1,3583.18,0.618,34
120461,109660,71991.1,56446.2,45004,82198.5,351.55,2718.91,0.622,35
128435,99017,85006.9,111033,68269,106588,600.4,6157.56,0.622,36
90324.1,84561,70002.5,88020.7,56737,101671,261.49,3496.85,0.628,37
80292.5,55365,95042.9,106475,49189,141860,497.7,5279.71,0.628,38
102720,86177,78116.9,98565.6,59413,108724,883.22,5113.84,0.63,39
123053,101440,79499.2,74786,49040,99942.4,496.12,3909.1,0.634,41
70310.2,46760,98542.6,84051.5,45736,120439,798.69,3674.36,0.642,43
26710.5,17111,102303,50150.9,30451,107934,496.91,2609.3,0.642,44
63906.1,52433,79876.3,70329.9,45057,102296,210.93,4868.43,0.643,45
108713,84357,84458.1,66774.8,40337,108490,363.4,3581.24,0.65,49
44014.7,27560,104664,85694.7,47208,118965,1203.17,4912.08,0.65,50
27705.4,24968,72721,96152.2,47816,131785,515.08,4596.83,0.651,51
75158.2,55725,88390.6,67174.4,42953,102492,963.01,3607.43,0.651,52
65824.2,50202,85930,52505.1,30746,111916,218.04,2234.88,0.655,54
109770,90120,79825.4,85344.5,43960,127232,431.34,4619.14,0.659,56
62453.2,40292,101582,51951.3,23408,145449,392.63,3038.04,0.662,58
94068.6,74519,82729,69512.1,46327,98334.6,369.72,3751.96,0.665,60
108940,101548,70306.3,77698.9,54588,93282,350.76,3438.65,0.67,61
58292.1,48929,78077,57892.5,36417,104183,270.18,2955.59,0.671,62
69909.1,56873,80557.8,60908.2,32985,121015,839.77,2296.96,0.672,64
112281,100000,73584.2,117429,54928,140108,821.6,7792.01,0.674,65
134347,110288,79832.6,108393,70512,100743,342.07,4508.56,0.677,67
53220.9,47913,72796.2,57865.4,30921,122644,216.46,3803.37,0.683,69
60592.8,47209,84115.6,86577.4,47245,120096,1116.27,3191.3,0.686,70
99804.3,67148,97408.4,99932.3,60300,108610,405.27,6104.21,0.686,71
145468,124224,76743.8,115480,64452,117423,872.16,9305.21,0.687,72
106757,99423,70370.1,65010.4,40971,103989,681.77,13921.4,0.691,73
99243,83777,77634.5,66853.4,43957,99672.5,486.64,5015.87,0.692,74
131986,116788,74064.2,76922.9,58288,86488.2,361.82,4403.8,0.697,75
59360.1,45927,84704.5,62305,36083,113162,149.31,2628.7,0.705,79
47646.1,45848,68106.2,70124.2,42200,108902,1157.35,3368.81,0.706,80
184944,159737,75877.8,93662.2,62733,97847.2,624.1,4942.15,0.707,81
160383,147673,71176.4,66908.7,47193,92914.8,377.62,4318.44,0.707,82
160684,132072,79733.5,92262.5,65608,92161.3,453.46,5759.86,0.713,84
148961,108196,90228.1,125235,63840,128562,601.19,9920.19,0.715,86
81800.2,51981,103131,104415,45209,151362,434.5,5553.25,0.716,87
48964.3,32684,98180.3,64943.4,34120,124740,291.51,4031.32,0.716,88
